headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"In Italy, Like Everywhere the Virus Goes, It’s the Discontent That’s Contagious",2020-11-01,article,News,,"['Demonstrations, Protests and Riots', 'Politics and Government', 'Shutdowns (Institutional)', 'Curfews', 'Coronavirus (2019-nCoV)']",The New York Times,Foreign,1410
She’s Moved From the Upper East Side to ‘Cobble Hill’,2020-11-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Television', 'Content Type: Personal Profile']",The New York Times,Culture,1138
"Meet the Ebony Anglers, Five Black Women Catching Fish and Stares",2020-11-01,article,News,,"['Fishing, Sport', 'Women and Girls', 'Black People', 'Blacks', 'Content Type: Personal Profile']",The New York Times,Sports,1122
"States Undercount Positive Rapid Tests, Masking the Spread of Disease",2020-11-01,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'States (US)', 'Disease Rates']",The New York Times,U.S.,0
"A Nutmegger, a Buckeye and a Sooner Walked Into a Voting Booth...",2020-11-01,multimedia,Interactive Feature,,"['Elections', 'Voting and Voters', 'United States Politics and Government']",The New York Times,U.S.,0
Dwight Garner Shares From His Stash of Other Writers’ Words,2020-11-01,article,News,,"['Books and Literature', 'Quotations and Proverbs', 'Writing and Writers']",The New York Times,BookReview,916
"U.S. Diplomat Coughs Online, and European Allies Wonder if They Were Exposed",2020-11-01,article,News,,"['United States International Relations', 'Diplomatic Service, Embassies and Consulates', 'Coronavirus (2019-nCoV)']",The New York Times,Washington,1170
"Ahead of Election, Police Prepare for Violence and Disruption",2020-11-01,article,News,,"['United States Politics and Government', 'Presidential Election of 2020', 'Right-Wing Extremism and Alt-Right', 'Police', 'Demonstrations, Protests and Riots']",The New York Times,National,1342
"Americans Are Afraid. Not for Themselves, but for the Country.",2020-11-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Democracy (Theory and Philosophy)', 'Voting and Voters']",The New York Times,Upshot,1398
Pastors at the Polls? Meet Ohio’s Election Protection Squad,2020-11-01,article,News,,"['Elections', 'Clergy', 'United States Politics and Government', 'Presidential Election of 2020']",The New York Times,Politics,1035
Can Raphael Warnock Go From the Pulpit to the Senate?,2020-11-01,article,News,,"['Elections, Senate']",The New York Times,Politics,1657
How the Wealthy World Has Failed Poor Countries During the Pandemic,2020-11-01,article,News,,"['Poverty', 'Third World and Developing Countries', 'Stimulus (Economic)', 'Banking and Financial Institutions', 'Coronavirus (2019-nCoV)', 'Credit and Debt']",The New York Times,Business,1595
"Election at Hand, Biden Leads Trump in Four Key States, Poll Shows",2020-11-01,article,News,,"['Presidential Election of 2016', 'Presidential Election of 2020', 'Polls and Public Opinion', 'United States Politics and Government']",The New York Times,Politics,1742
Dishonesty Has Defined the Trump Presidency. The Consequences Could Be Lasting.,2020-11-01,article,News Analysis,,"['United States Politics and Government', 'Presidents and Presidency (US)', 'Presidential Election of 2020', 'Rumors and Misinformation']",The New York Times,Washington,2197
"On Marathon Weekend, Des Linden Ran 26.2 Miles, and Then Some, in New York",2020-11-01,article,News,,"['New York City Marathon', 'Ultramarathon Running', 'Marathon Running']",The New York Times,Sports,1016
He Already Saw the Election as Good vs. Evil. Then His Tractor Burned.,2020-11-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Rural Areas', 'Agriculture and Farming', 'Vandalism', 'ARSON']",The New York Times,Politics,1789
Trump is counting on efforts to target potential supporters who sat out in 2016.,2020-11-01,article,News,,[],The New York Times,Politics,361
Mississippi City Spared Loss of Electric Service,2020-11-01,article,News,,"['Electric Light and Power', 'Credit and Debt', 'Local Government', 'Black People', 'Blacks']",The New York Times,Express,873
"Coronavirus Surge, Election Day, Sean Connery: Your Weekend Briefing",2020-11-01,article,briefing,,[],The New York Times,NYTNow,1450
Why Are Republicans So Afraid of Voters?,2020-11-01,article,Editorial,,"['Voter Registration and Requirements', 'Absentee Voting', 'Black People', 'Blacks', 'Presidential Election of 2020', 'United States Politics and Government', 'Voting Rights Act (1965)', 'Redistricting and Reapportionment', 'Voter Fraud (Election Fraud)']",The New York Times,Editorial,1581
The Week in Business: A Nail-Biter,2020-11-01,article,News,,"['Stocks and Bonds', 'United States Economy', 'Coronavirus (2019-nCoV)']",The New York Times,SundayBusiness,774
"Signs Get Snatched, Kicked, Burned as Political Battle Reaches the Front Lawn",2020-11-01,article,News,,"['Presidential Election of 2020', 'Vandalism', 'Robberies and Thefts']",The New York Times,National,1143
We Have Never Had Final Results on Election Day,2020-11-01,article,News,,"['Presidential Election of 2020', 'Voting and Voters']",The New York Times,Politics,1093
Homes That Sold for Around $1 Million,2020-11-01,article,News,,['Real Estate and Housing (Residential)'],The New York Times,RealEstate,445
"The Sunday Read: ‘Kamala Harris, Mass Incarceration and Me’",2020-11-01,article,News,,['Prisons and Prisoners'],The New York Times,Podcasts,418
"Enzo Mari, industrial designer who kept things simple, dies at 88.",2020-11-01,article,News,,['internal-essential'],The New York Times,Foreign,250
"For Australians, geographic isolation is now something to embrace.",2020-11-01,article,News,,['internal-essential'],The New York Times,Foreign,320
"After coughing, a State Department official met with European diplomats. Then he tested positive.",2020-11-01,article,News,,['internal-essential'],The New York Times,Foreign,331
"When parents lose their jobs, children suffer. But sometimes there’s a consolation.",2020-11-01,article,News,,['internal-essential'],The New York Times,National,208
"How are Americans catching the virus? Increasingly, they have no idea.",2020-11-01,article,News,,['internal-essential'],The New York Times,National,284
"How J Balvin Made His Trippy, Eye-Popping Halloween Concert in Fortnite",2020-11-01,article,News,,"['Quarantine (Life and Culture)', 'Computer and Video Games', 'Halloween', 'Rap and Hip-Hop']",The New York Times,Arts&Leisure,1439
Rescuers Race Against Time to Find Survivors After Quake in Turkey,2020-11-01,article,News,,"['Rescues', 'Earthquakes', 'Deaths (Fatalities)']",The New York Times,Foreign,626
"Tropical Storm Eta Forms, Tying a Record Set 15 Years Ago",2020-11-01,article,News,,"['Hurricanes and Tropical Storms', 'Hurricane Zeta (2020)', 'Hurricane Laura (2020)']",The New York Times,Express,667
David Henry Hwang’s ‘M. Butterfly’ Followup: ‘M. Turkey’,2020-11-01,article,News,,"['Theater', 'Asian-Americans']",The New York Times,Culture,879
"In Russia’s Idyllic Wine Country, Dark Tales of Dreams Dashed",2020-11-01,article,News,,"['Wines', 'Agriculture and Farming']",The New York Times,Foreign,1274
‘We’re in for a whole lot of hurt.’ Fauci’s comments infuriate the White House.,2020-11-01,article,News,,[],The New York Times,Politics,401
What to Cook This Week,2020-11-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks']",The New York Times,Dining,688
"Trump is visiting five states on Sunday, while Biden focuses on Pennsylvania.",2020-11-01,article,News,,[],The New York Times,Politics,338
Swans Find New Home in Florida,2020-11-01,multimedia,Video,,['ANIMALS'],The New York Times,,0
Florida City’s Beloved Swans Find New Homes,2020-11-01,article,News,,['Swans'],The New York Times,Express,779
What Voters in Battleground States Think About Climate Change,2020-11-01,multimedia,Interactive Feature,,"['Polls and Public Opinion', 'Presidential Election of 2020', 'Voting and Voters', 'Global Warming', 'States (US)']",The New York Times,Climate,0
There Are Evangelicals Who Stand Against Trump. I’m One of Them.,2020-11-01,article,Op-Ed,,"['Evangelical Movement', 'Conservatism (US Politics)', 'ABORTION', 'Roe v Wade (Supreme Court Decision)', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,OpEd,957
Can We Finally Agree to Ignore Election Forecasts?,2020-11-01,article,Op-Ed,,"['Presidential Election of 2020', 'Presidential Election of 2016', 'United States Politics and Government', 'Polls and Public Opinion', 'Electoral College']",The New York Times,OpEd,1582
"To Trump, ‘the Polls That Matter’ Point to Victory. The Rest Are ‘Fake.’",2020-11-01,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'United States Politics and Government', 'Voting and Voters', 'Data-Mining and Database Marketing']",The New York Times,Politics,1157
I’m a Democracy Expert. I Never Thought We’d Be So Close to a Breakdown.,2020-11-01,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Corruption (Institutional)', 'Constitution (US)', 'State Legislatures', 'Voting Rights Act (1965)', 'Electoral College']",The New York Times,OpEd,1599
Let’s Get Started on Fighting Climate Change,2020-11-01,article,Letter,,"['Global Warming', 'Presidential Election of 2020', 'Greenhouse Gas Emissions']",The New York Times,Letters,553
What This Election Means for America,2020-11-01,article,Letter,,"['Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Letters,776
A Typhoon Spared the Philippine Capital. Will Manila Be So Lucky Next Time?,2020-11-01,article,News,,"['Typhoons', 'Typhoon Goni (2020)', 'Disasters and Emergencies', 'Global Warming']",The New York Times,Foreign,903
Make Some Noise and Move: A Choreographer Provides Instructions,2020-11-01,article,News,,"['Dancing', 'Museums']",The New York Times,Culture,1172
"Welcome to November. For Trump, the October Surprise Never Came.",2020-11-01,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)']",The New York Times,Politics,1614
Poets and Lovers: Do Rimbaud and Verlaine Belong in France’s Panthéon?,2020-11-01,article,News,,"['Pantheon (Paris, France)', 'Poetry and Poets', 'Homosexuality and Bisexuality']",The New York Times,Foreign,1264
The Atlantic Retracts Ruth Shalit Barrett Article on Niche Sports,2020-11-01,article,News,,"['Rumors and Misinformation', 'Plagiarism', 'Magazines', 'News and News Media', 'Athletics and Sports']",The New York Times,Express,1251
The New York City Marathon Was Canceled. Runners Ran the Course Anyway.,2020-11-01,article,News,,"['New York City Marathon', 'Running']",The New York Times,Sports,805
"In San Francisco, Virus Is Contained but Schools Are Still Closed",2020-11-01,article,News,,"['Coronavirus Reopenings', 'Education (K-12)', 'Minorities', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees', 'Disease Rates']",The New York Times,National,1715
"Trump, Venezuela and the Tug-of-War Over a Strongman",2020-11-01,article,News,,"['Presidential Election of 2020', 'United States International Relations', 'Oil (Petroleum) and Gasoline', 'Embargoes and Sanctions', 'Lobbying and Lobbyists', 'Cuban-Americans']",The New York Times,Investigative,2056
Your Monday Briefing,2020-11-01,article,briefing,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",The New York Times,NYTNow,1345
Don’t Eat the Breakfast Cereal. It’s Made of Plastic.,2020-11-01,article,Review,,"['Quarantine (Life and Culture)', 'Plastic Bags', 'Theater', 'Art', 'Puppets']",The New York Times,Culture,1071
"Trump, Biden and the Tough Guy, Nice Guy Politics of 2020",2020-11-01,article,News,,"['Men and Boys', 'Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",The New York Times,Politics,1831
What Happens if Neither Trump Nor Biden Concedes?,2020-11-01,article,Op-Ed,,"['Presidential Election of 2020', 'Presidential Elections (US)', 'Democracy (Theory and Philosophy)', 'State Legislatures']",The New York Times,OpEd,1130
Picturing Yourself with Bob Ross as the ‘Experience’ Opens in Indiana,2020-11-01,article,News,,"['Art', 'Television', 'Historic Buildings and Sites', 'Halloween', 'Public Broadcasting']",The New York Times,Culture,1460
"Two Women and 10,000 Miles on the Road to Suffrage",2020-11-01,article,Op-Ed,,"['Voting and Voters', 'Nineteenth Amendment (US Constitution)', ""Women's Rights""]",The New York Times,OpEd,654
"2 Warehouse Halloween Parties Attended by Nearly 1,000 Are Shut Down",2020-11-01,article,News,,"['Coronavirus (2019-nCoV)', 'Halloween', 'Parties (Social)']",The New York Times,Metro,796
"In chilly Milwaukee, young canvassers go door to door.",2020-11-01,article,News,,[],The New York Times,Politics,325
"In Texas, the Polls Open for a Graveyard Shift",2020-11-01,article,News,,['Presidential Election of 2020'],The New York Times,National,1201
Tests Show Genetic Signature of Virus That May Have Infected President Trump,2020-11-01,article,News,,"['White House Coronavirus Outbreak (2020)', 'Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Genetics and Heredity', 'United States Politics and Government', 'Research', 'your-feed-healthcare', 'your-feed-science']",The New York Times,Science,1224
Inspiring Black Voters Is Key to Biden’s Prospects in Florida,2020-11-01,article,News,,"['Black People', 'Blacks', 'Presidential Election of 2020', 'Polls and Public Opinion', 'Race and Ethnicity', 'Voting and Voters']",The New York Times,Politics,1844
"Nikki McKibbin, ‘American Idol’ Finalist, Dies at 42",2020-11-01,article,News,,"['Deaths (Obituaries)', 'Music', 'Television']",The New York Times,Express,647
Caregivers Have Witnessed the Coronavirus’s Pain. How Will They Vote?,2020-11-01,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Presidential Election of 2020', 'Nursing Homes', 'Voting and Voters', 'Workplace Hazards and Violations']",The New York Times,Politics,1501
"Deadly Taliban Attack Probably Used Drone, a Worrisome Shift",2020-11-01,article,News,,"['Civilian Casualties', 'Drones (Pilotless Planes)', 'Afghanistan War (2001- )', 'United States Defense and Military Forces']",The New York Times,Foreign,534
"What’s Going On in This Picture? | Nov. 2, 2020",2020-11-01,article,News,,[],The New York Times,Learning,320
Did the Pandemic Destroy Halloween? Here’s What We Found,2020-11-01,multimedia,Interactive Feature,,['Halloween'],The New York Times,New York,0
"Texas Supreme Court Denies G.O.P. Push to Throw Out 127,000 Votes",2020-11-01,article,News,,"['Voting and Voters', 'Presidential Election of 2020', 'Suits and Litigation (Civil)', 'Supreme Courts (State)']",The New York Times,Politics,555
Voting System in Maine Threatens Collins in Final Days of Close Senate Race,2020-11-01,article,News,,"['Elections, Senate', 'United States Politics and Government', 'Voting and Voters']",The New York Times,Washington,1529
"Steelers’ Unbeaten Streak Comes Down to Ravens’ Last, Best Play",2020-11-01,article,News,,['Football'],The New York Times,Sports,838
Dispute Over Pissarro Painting Looted by Nazis Is Back in Court,2020-11-01,article,News,,"['Holocaust and the Nazi Era', 'Art', 'Arts and Antiquities Looting', 'Colleges and Universities', 'Museums', 'Statutes of Limitations']",The New York Times,Culture,558
"The Best Movies and TV Shows Coming to Amazon, HBO Max, Hulu and More in November",2020-11-01,article,News,,"['Television', 'Documentary Films and Programs']",The New York Times,Culture,1214
Made a Bust,2020-11-01,article,News,,['Crossword Puzzles'],The New York Times,Games,679
Famed Iranian Artist Under #MeToo Cloud Faces Art World Repercussions,2020-11-01,article,News,,"['Art', 'Women and Girls', ""Women's Rights"", '#MeToo Movement', 'Sexual Harassment']",The New York Times,Foreign,1198
"Trump defends Texas drivers who surrounded Biden bus, while the president’s supporters block traffic in New York and New Jersey.",2020-11-01,article,News,,[],The New York Times,Politics,681
Our Most Dangerous Weeks Are Ahead,2020-11-01,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020']",The New York Times,OpEd,859
What We Learned From Week 8 of the N.F.L. Season,2020-11-01,article,News,,['Football'],The New York Times,Sports,1803
"Both Candidates Agree: Trump’s Crowds Are Bigger, and They’re OK With That",2020-11-01,article,News,,"['Presidential Election of 2020', 'Quarantine (Life and Culture)']",The New York Times,Politics,1261
A Year of Devastation in Arizona’s Wild Lands,2020-11-02,article,Op-Ed,,"['Border Barriers', 'Endangered and Extinct Species', 'Environment', 'United States Politics and Government']",The New York Times,OpEd,849
Trump Backers Block Highways as Election Tensions Play Out in the Streets,2020-11-02,article,News,,"['Presidential Election of 2020', 'Demonstrations, Protests and Riots', 'Civil Rights and Liberties']",The New York Times,Politics,1637
"In Dash to Finish, Biden and Trump Set Up Showdown in Pennsylvania",2020-11-02,article,News,,"['Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Politics,1784
"No Corrections: Nov. 2, 2020",2020-11-02,article,News,,[],The New York Times,Corrections,61
"It’s the End of an Era for the Media, No Matter Who Wins the Election",2020-11-02,article,News,,"['News and News Media', 'Appointments and Executive Changes', 'Computers and the Internet', 'Social Media', 'Television', 'Presidential Election of 2020', 'Newspapers']",The New York Times,Business,2001
Quotation of the Day: ‘Most Police Chiefs Are Worried’: Departments Prepare for Election-Related Threats,2020-11-02,article,Quote,,[],The New York Times,Summary,46
"England, Covid-19, U.S. Election: Your Monday Briefing",2020-11-02,article,briefing,,[],The New York Times,NYTNow,1640
"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in November",2020-11-02,article,News,,"['Television', 'Movies']",The New York Times,Foreign,1769
"‘Fargo’ Season 4, Episode 7: Down in the Dirt",2020-11-02,article,Review,,['Television'],The New York Times,Culture,979
"On Afghan Highways, Even the Police Fear the Taliban’s Toll Collectors",2020-11-02,article,News,,"['Afghanistan War (2001- )', 'Roads and Traffic', 'Bribery and Kickbacks', 'Extortion and Blackmail']",The New York Times,Foreign,1306
"Eddie Hassell, Actor in ‘Surface’ and ‘The Kids Are All Right,’ Dies at 30",2020-11-02,article,News,,"['Murders, Attempted Murders and Homicides', 'Movies', 'Television']",The New York Times,Express,444
What’s on TV This Week: ‘We Are Who We Are’ and Election Coverage,2020-11-02,article,News,,"['Television', 'Movies']",The New York Times,Culture,997
Dreaming of the Future,2020-11-02,article,Review,,"['Books and Literature', 'Children and Childhood']",The New York Times,BookReview,1020
Word + Quiz: schema,2020-11-02,article,News,,[],The New York Times,National,207
"At late-night rally, Trump suggests he may fire Fauci ‘after the election.’",2020-11-02,article,News,,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)']",The New York Times,Politics,502
Trump amps up uncertainty and plays down the pandemic as a chaotic campaign races to its conclusion.,2020-11-02,article,News,,[],The New York Times,Politics,484
"Almost Like Clockwork, Talk of a Military Coup Follows Thai Protests",2020-11-02,article,News,,"['Defense and Military Forces', ""Coups D'Etat and Attempted Coups D'Etat"", 'Royal Families', 'Demonstrations, Protests and Riots', 'Income Inequality', 'Draft and Recruitment (Military)', 'Politics and Government']",The New York Times,Foreign,1343
"A Biting Send-Up of Race Relations — and a Tender, Funny Middle Grade Novel",2020-11-02,article,Review,,['Books and Literature'],The New York Times,BookReview,583
How to Keep Climbing the Ladder While You Work From Home,2020-11-02,article,News,,"['Content Type: Service', 'Computers and the Internet', 'Coronavirus (2019-nCoV)', 'Telecommuting', 'Careers and Professions', 'Quarantine (Life and Culture)']",The New York Times,Business,1201
Virus Rate Fell to 2% From 34% in One Area. But Did Anything Change?,2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Tests (Medical)', 'Shutdowns (Institutional)', 'Jews and Judaism', 'Disease Rates', 'Hasidism']",The New York Times,Metro,1778
What These Athletes Learned From Their Pandemic Pauses,2020-11-02,article,News,,"['Quarantine (Life and Culture)', 'Athletics and Sports', 'Coronavirus (2019-nCoV)', 'Swimming', 'Olympic Games (2020)', 'Baseball', 'Paralympic Games', 'Basketball', 'Gymnastics']",The New York Times,Sports,2630
This Is an Election Story That Mentions Neither Biden Nor Trump,2020-11-02,article,News,,"['Referendums', 'Elections', 'Elections, Mayors', 'Elections, District Attorneys', 'Elections, County Commissioners', 'Elections, House of Representatives', 'Prisons and Prisoners', 'Flags, Emblems and Insignia', 'Constitutional Amendments', 'Gun Control']",The New York Times,National,1903
Mount Everest Empties as Covid-19 Strikes Tourism in Nepal,2020-11-02,article,News,,"['Mountaineering', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Remittances', 'Shutdowns (Institutional)', 'Economic Conditions and Trends']",The New York Times,Foreign,1252
Prince William had Covid-19 in April but kept it a secret.,2020-11-02,article,News,,['internal-essential'],The New York Times,Foreign,404
‘I Am On Your Side’: How the Police Gave Armed Groups a Pass in 2020,2020-11-02,multimedia,Video,,"['Black Lives Matter Movement', 'Demonstrations, Protests and Riots', 'Antifa Movement (US)']",The New York Times,,0
Caregivers in Pennsylvania grapple with the coronavirus’s pain. How will they vote?,2020-11-02,article,News,,[],The New York Times,Politics,355
"Her absentee ballot missing, a Kentucky college student plans to drive 1,052 miles to vote.",2020-11-02,article,News,,[],The New York Times,Politics,351
Mount Everest empties as Covid-19 strikes tourism in Nepal.,2020-11-02,article,News,,['internal-essential'],The New York Times,Foreign,294
‘It’s Like You Want to Stop People From Voting’: How U.S. Elections Look Abroad,2020-11-02,multimedia,Video,,"['Elections', 'Voter Registration and Requirements', 'Politics and Government', 'your-feed-opinionvideo']",The New York Times,,0
"In Hunt for Virus Source, W.H.O. Let China Take Charge",2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Wildlife Trade and Poaching', 'Rumors and Misinformation', 'International Relations', 'United States International Relations', 'Conspiracy Theories', 'Research']",The New York Times,Foreign,3823
Shirley Hazzard’s Stories Observe Pain and Disappointment With a Witty Intelligence,2020-11-02,article,Review,,['Books and Literature'],The New York Times,Culture,1016
Greta Thunberg Hears Your Excuses. She Is Not Impressed.,2020-11-02,multimedia,Interactive Feature,,"['Content Type: Personal Profile', 'Global Warming', 'Documentary Films and Programs']",The New York Times,Magazine,0
How Do Donalds Vote? Take Our Name Quiz to Find Out,2020-11-02,multimedia,Interactive Feature,,[],The New York Times,U.S.,0
Lesson of the Day: ‘Lil Buck Feels the Dancing Spirit All Over Again’,2020-11-02,article,News,,[],The New York Times,Learning,788
Has the Court Learned Nothing From Bush v. Gore?,2020-11-02,article,Op-Ed,,"['Presidential Election of 2000', 'Presidential Election of 2020', 'United States Politics and Government', 'Constitution (US)', 'Fourteenth Amendment (US Constitution)', 'Voting and Voters']",The New York Times,OpEd,1263
Sarah Cooper Is Tired of Being Donald Trump,2020-11-02,article,Op-Ed,,"['Comedy and Humor', 'Television', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Editorial,197
7 Ways to Get Through the Next Few Days,2020-11-02,article,Op-Ed,,"['Presidential Election of 2020', 'Rumors and Misinformation', 'Cyberattacks and Hackers', 'Social Media', 'United States Politics and Government', 'Content Type: Service']",The New York Times,OpEd,902
This Might Be the Most ‘West Wing’ Election of Our Lives,2020-11-02,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020']",The New York Times,OpEd,1125
"What to Expect From Facebook, Twitter and YouTube on Election Day",2020-11-02,article,News,,"['Presidential Election of 2020', 'Social Media', 'Political Advertising', 'Rumors and Misinformation']",The New York Times,Business,1575
Looking for Job Advice? Try TikTok,2020-11-02,article,News,,"['Careers and Professions', 'Social Media']",The New York Times,Styles,747
How Does This Election Look Outside of the U.S.? You Don’t Want to Know,2020-11-02,article,Op-Ed,,"['Elections', 'Redistricting and Reapportionment', 'Politics and Government', 'Voting and Voters', 'Voter Registration and Requirements', 'Presidential Elections (US)']",The New York Times,OpEd,214
"Statehouse Seats Are Up for Grabs, and With Them, Great Power",2020-11-02,article,News,,"['Elections, State Legislature', 'Presidential Election of 2020', 'Redistricting and Reapportionment']",The New York Times,National,1018
Peak Anxiety? Here Are 10 Ways to Calm Down,2020-11-02,article,News,,"['Content Type: Service', 'Anxiety and Stress', 'Meditation', 'Psychology and Psychologists', 'Aromatherapy', 'Mental Health and Disorders', 'Cortisol (Hormone)']",The New York Times,Well,1405
The Double Whammy of Seasonal Affective Disorder in a Season of Covid,2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Seasonal Affective Disorder (SAD)', 'Winter (Season)', 'Autumn (Season)', 'Seasons and Months', 'Mental Health and Disorders', 'Sunlight']",The New York Times,Well,1080
Hillary Clinton Was Right to Warn Us,2020-11-02,article,Op-Ed,,"['Cyberwarfare and Defense', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidential Election of 2020', 'Social Media', 'News and News Media', 'Presidential Election of 2016', 'Books and Literature', 'Right-Wing Extremism and Alt-Right']",The New York Times,OpEd,1619
Social Isolation Tied to High Blood Pressure in Women,2020-11-02,article,News,,"['Women and Girls', 'Blood Pressure', 'Hypertension', 'Friendship']",The New York Times,Well,231
What Trump Needs to Win: A Polling Error Much Bigger Than 2016’s,2020-11-02,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Presidential Election of 2016']",The New York Times,Upshot,1634
Wisconsin Faces a Challenge: Getting Out the Vote When Most People Have Already Voted,2020-11-02,article,News,,['Presidential Election of 2020'],The New York Times,Politics,1444
