headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"Judd Stone II, the Texas solicitor general, makes his Supreme Court debut.",2021-11-01,article,News,,[],The New York Times,Washington,246
"Muriel Lezak, Leading Authority on Brain Injuries, Dies at 94",2021-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Traumatic Brain Injury', 'Psychology and Psychologists', 'Brain', 'Sports Injuries', 'Research']",The New York Times,Obits,1100
A Special Steak Dinner,2021-11-01,article,Letter,,"['Cooking and Cookbooks', 'Content Type: Service']",The New York Times,Dining,559
Audra McDonald to Star in ‘Ohio State Murders’ on Broadway,2021-11-01,article,News,,"['Theater', 'Actors and Actresses']",The New York Times,Culture,298
How the Pandemic Has Added to Labor Unrest,2021-11-01,article,News,,"['Strikes', 'Labor and Jobs', 'Organized Labor', 'Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'United States Economy', 'Wages and Salaries']",The New York Times,Business,1657
"Readers’ Farewell to Nicholas Kristof, ‘One of a Kind’",2021-11-01,article,Letter,,"['United States Politics and Government', 'International Trade and World Market', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Native Americans']",The New York Times,Letters,1306
Will Justice Brett Kavanaugh change his position?,2021-11-01,article,News,,[],The New York Times,Washington,220
Egypt Poised to Expand Security Powers of President and Military,2021-11-01,article,News,,"['Politics and Government', 'Defense and Military Forces', 'Human Rights and Human Rights Violations']",The New York Times,Foreign,585
Biden Promised to Fix Home Care for Seniors. Much More Help May Be Needed.,2021-11-01,article,News,,"['Home Health Care', 'Wages and Salaries', 'Nursing Homes', 'Health Insurance and Managed Care', 'Elderly', 'Medicaid', 'United States Politics and Government', 'your-feed-healthcare']",The New York Times,Science,1335
Biden calls for tougher action on emissions and promises job gains worldwide.,2021-11-01,article,News,,"['United Nations Framework Convention on Climate Change', 'Global Warming']",The New York Times,Climate,500
"Amid Climate Talks, an Actor’s Call to Action Unfolds Onstage",2021-11-01,article,News,,"['Theater', 'Global Warming', 'United Nations Framework Convention on Climate Change']",The New York Times,Culture,1243
India Walton Beat Byron Brown in Buffalo. He’s Back With a Rubber Stamp.,2021-11-01,article,News,,"['Elections, Mayors', 'Primaries and Caucuses', 'Politics and Government', 'Debates (Political)']",The New York Times,Metro,1498
Quenching San Diego’s Thirst With Seawater,2021-11-01,multimedia,Interactive Feature,,"['Desalination', 'Drought', 'Water']",The New York Times,U.S.,0
"Live at La Grenouille: Caviar, Crystal and the Owner’s Flashy Crooning",2021-11-01,article,News,,"['Restaurants', 'Music', 'Jazz']",The New York Times,Dining,936
Are Too Many Older Adults Told They Have Kidney Disease?,2021-11-01,article,News,,"['Kidneys', 'Age, Chronological', 'Elderly', 'Doctors']",The New York Times,Well,1056
"What is Ex Parte Young, much-discussed in the Texas abortion case?",2021-11-01,article,News,,['Law and Legislation'],The New York Times,Washington,242
The Biden administration will publish vaccine mandate rules ‘in the coming days.’,2021-11-01,article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Workplace Hazards and Violations']",The New York Times,Business,229
"The Novavax vaccine, backed by Operation Warp Speed, has won its first authorization — in Indonesia.",2021-11-01,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Public-Private Sector Cooperation', 'Factories and Manufacturing', 'your-feed-science']",The New York Times,Science,476
"Dr. Aaron T. Beck, Developer of Cognitive Therapy, Dies at 100",2021-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Therapy and Rehabilitation', 'Anxiety and Stress', 'Mental Health and Disorders', 'Depression (Mental)', 'Psychiatry and Psychiatrists']",The New York Times,Obits,1324
Drake Earns a Fifth Week at No. 1 Ahead of Music’s Major Fall Releases,2021-11-01,article,News,,['Rap and Hip-Hop'],The New York Times,Culture,286
Subway Scenes: Halloween Returns With a Vengeance,2021-11-01,article,News,,"['Halloween', 'Subways', 'Costumes']",The New York Times,Metro,545
A Close Look at My Day of the Dead Altar,2021-11-01,multimedia,Interactive Feature,,['Holidays and Special Occasions'],The New York Times,World,0
Amazon to Launch First Two Internet Satellites in 2022,2021-11-01,article,News,,"['Satellites', 'Computers and the Internet', 'Private Spaceflight']",The New York Times,Science,1159
An Uncommon Rise for Bread,2021-11-01,article,News,,"['Bakeries and Baked Products', 'Salt']",The New York Times,Dining,165
A Preserves Maker Turns to Tea,2021-11-01,article,News,,"['Tea', 'Jams and Jellies']",The New York Times,Dining,153
The Best Places to Watch the New York City Marathon,2021-11-01,article,News,,"['New York City Marathon', 'Running']",The New York Times,Metro,809
Review: ‘Porgy and Bess’ Returns to a New Opera Landscape,2021-11-01,article,Review,,"['Opera', 'Black People', 'Blacks']",The New York Times,Culture,846
Tiny Bubbles on the Walls,2021-11-01,article,News,,['Champagne (Wine)'],The New York Times,Dining,180
Peking Duck With Added Fire,2021-11-01,article,News,,['Ducks'],The New York Times,Dining,176
The 2021 Holiday Gift Guide,2021-11-01,multimedia,Interactive Feature,,"['Gifts', 'Holidays and Special Occasions']",The New York Times,Guide,0
"Stick or Block, This Butter Saver Holds It All",2021-11-01,article,News,,"['Butter', 'Storage']",The New York Times,Dining,159
The Story of a Craft Beer Pioneer,2021-11-01,article,News,,"['Beer', 'Books and Literature']",The New York Times,Dining,175
"From the Amazon to Glasgow: An Indigenous activist says, ‘We have no more time.’",2021-11-01,article,News,,"['United Nations Framework Convention on Climate Change', 'Global Warming', 'Greenhouse Gas Emissions', 'Content Type: Personal Profile', 'Demonstrations, Protests and Riots']",The New York Times,Climate,277
Narendra Modi says India will sharply increase renewable energy.,2021-11-01,article,News,,"['Greenhouse Gas Emissions', 'Third World and Developing Countries', 'Alternative and Renewable Energy', 'United Nations Framework Convention on Climate Change']",The New York Times,Climate,396
"James Ivory, Famous for Buttoned-Up Films, Is Frank About Sex and Much Else in His Memoir",2021-11-01,article,Review,,"['Books and Literature', 'Movies']",The New York Times,Culture,1097
Can’t. Stop. Self-Swabbing.,2021-11-01,article,News,,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Disease Rates']",The New York Times,Styles,1433
How the ‘Green Wave’ Movement Did the Unthinkable in Latin America,2021-11-01,article,Op-Ed,,"[""Women's Rights"", 'Abortion', 'Law and Legislation', 'Human Rights and Human Rights Violations']",The New York Times,OpEd,1136
Regulators Ask Congress to Create New Rules for Cryptocurrencies,2021-11-01,article,News,,"['United States Politics and Government', 'Law and Legislation', 'Banking and Financial Institutions', 'Virtual Currency', 'Regulation and Deregulation of Industry']",The New York Times,Business,1065
"Ronnie Tutt, Drummer Who Backed Both Elvises, Dies at 83",2021-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Pop and Rock Music']",The New York Times,Obits,867
"Manchin Raises Doubts on Safety Net Bill, Complicating Path to Quick Vote",2021-11-01,article,News,,"['American Families Plan (2021)', 'Law and Legislation', 'Federal Budget (US)', 'Drugs (Pharmaceuticals)', 'Prices (Fares, Fees and Rates)', 'Health Insurance and Managed Care', 'Medicare', 'American Jobs Plan (2021)', 'United States Politics and Government']",The New York Times,Washington,1545
A judge blocks Chicago from enforcing its vaccine mandate for police officers.,2021-11-01,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Suits and Litigation (Civil)', 'Government Employees', 'Vaccination Proof and Immunization Records']",The New York Times,National,411
"As Youngkin Tries to Finesse Trump, McAuliffe Conjures His Comeback",2021-11-01,article,News,,['United States Politics and Government'],The New York Times,Politics,1152
Changing of the Guard at Williamstown Theater Festival,2021-11-01,article,News,,"['Theater', 'Appointments and Executive Changes', 'Williamstown Theater Festival']",The New York Times,Culture,358
A White House official says the Pfizer pediatric vaccination program is set to be ‘at full strength’ next week.,2021-11-01,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Children and Childhood']",The New York Times,Washington,434
World Leaders Are Met with Protests at COP26 Summit,2021-11-01,multimedia,Video,,"['Demonstrations, Protests and Riots', 'Global Warming']",The New York Times,,0
Neal Brennan Thinks Auteurs Can Still Make Chipotle Commercials,2021-11-01,article,News,,['Content Type: Personal Profile'],The New York Times,Arts&Leisure,1195
"Even as Biden Pushes Clean Energy, He Seeks More Oil Production",2021-11-01,article,News,,"['Global Warming', 'Oil (Petroleum) and Gasoline', 'Greenhouse Gas Emissions', 'Alternative and Renewable Energy', 'United Nations Framework Convention on Climate Change', 'United States Economy', 'American Jobs Plan (2021)']",The New York Times,Climate,1484
"A Grand Slam Wasted, Atlanta Is Left Holding Its Breath",2021-11-01,article,News,,"['Baseball', 'World Series']",The New York Times,Sports,1116
A Quietly Big Idea on How We Think About Homeless People,2021-11-01,article,Op-Ed,,"['Homeless Persons', 'Public and Subsidized Housing', 'Discrimination', 'internal-sub-only-nl']",The New York Times,OpEd,1188
Stopping Climate Change Doesn’t Need to Be Altruistic,2021-11-01,article,Op-Ed,,"['internal-sub-only-nl', 'Global Warming', 'Politics and Government']",The New York Times,OpEd,1044
"The Best Movies and TV Shows Coming to Amazon, HBO, Hulu and More in November",2021-11-01,article,News,,"['Television', 'Movies']",The New York Times,Culture,1209
"Democrats’ Bill Would Cover Poor Uninsured Adults, Up to a Point",2021-11-01,article,News,,"['Health Insurance and Managed Care', 'American Families Plan (2021)', 'Patient Protection and Affordable Care Act (2010)', 'Medicaid', 'States (US)', 'United States Politics and Government', 'Federal Budget (US)']",The New York Times,Washington,1510
"Fry Bread Is Beloved, but Also Divisive",2021-11-01,article,News,,"['Bread', 'Indigenous People', 'Native Americans']",The New York Times,Dining,1025
Robert Durst Charged With 2nd-Degree Murder in His Wife’s Disappearance,2021-11-01,article,News,,"['Murders, Attempted Murders and Homicides']",The New York Times,Metro,1260
PG&E says it faces a federal inquiry and $1.15 billion in losses over the Dixie fire.,2021-11-01,article,News,,"['Wildfires', 'Fines (Penalties)', 'Stocks and Bonds', 'Crime and Criminals']",The New York Times,Business,522
Your Tuesday Briefing,2021-11-01,article,briefing,,[],The New York Times,NYTNow,1278
Gary Bettman Defends N.H.L.’s Response to Sexual Abuse Accusation,2021-11-01,article,News,,"['Hockey, Ice', 'Sex Crimes', 'Sexual Harassment', 'Fines (Penalties)', 'Suits and Litigation (Civil)', 'Coaches and Managers']",The New York Times,Sports,908
"Traveling the World for Recipes, but Always Looking for Home",2021-11-01,article,News,,"['Content Type: Personal Profile', 'Cooking and Cookbooks', 'Mediterranean Food (Cuisine)']",The New York Times,Dining,1991
Nigeria Building Collapse Kills at Least 5 With Many More Trapped,2021-11-01,article,News,,"['Building (Construction)', 'Accidents and Safety', 'Workplace Hazards and Violations']",The New York Times,Foreign,439
How Often Do Covid Vaccines Cause Heart Problems in Kids?,2021-11-01,article,News,,"['your-feed-science', 'Vaccination and Immunization', 'Heart', 'Coronavirus (2019-nCoV)', 'Teenagers and Adolescence', 'Children and Childhood', 'Coronavirus Risks and Safety Concerns']",The New York Times,Science,1076
Coronavirus Briefing: What Happened Today,2021-11-01,article,News,,"['Coronavirus Risks and Safety Concerns', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Acquired Immune Deficiency Syndrome', 'Vaccination and Immunization', 'Education (K-12)', 'Children and Childhood', 'Fires and Firefighters']",The New York Times,NewsDesk,1383
"Linwood Holton, 98,Virginia Governor Who Pushed for Racial Equality, Dies",2021-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'United States Politics and Government', 'Discrimination', 'Race and Ethnicity', 'Segregation and Desegregation', 'Black People', 'Blacks', 'Civil Rights and Liberties']",The New York Times,Obits,1101
"Climate Summit, Virus Deaths, Abortion: Your Monday Evening Briefing",2021-11-01,article,briefing,,[],The New York Times,NYTNow,1274
Jurors Who Convicted Derek Chauvin Are Identified for First Time,2021-11-01,article,News,,"['George Floyd Protests (2020)', 'Police Brutality, Misconduct and Shootings', 'Jury System']",The New York Times,National,1046
"Queen Elizabeth, calling for statesmanship, not politics, said ‘the time for action’ is now.",2021-11-01,article,News,,"['Global Warming', 'United Nations Framework Convention on Climate Change']",The New York Times,Climate,405
"Rodney Reed Should Not Be Retried in Texas Murder Case, Judge Says",2021-11-01,article,News,,"['Capital Punishment', 'Murders, Attempted Murders and Homicides']",The New York Times,Express,685
A Nourishing Filipino-Inspired Soup for Fall,2021-11-01,article,News,,"['Cooking and Cookbooks', 'Filipino-Americans', 'Recipes', 'Food', 'Soups']",The New York Times,TStyle,1184
"Rivian edges closer to an I.P.O., seeking a valuation above $50 billion.",2021-11-01,article,News,,"['Venture Capital', 'Electric and Hybrid Vehicles', 'Initial Public Offerings', 'Stocks and Bonds', 'Automobiles']",The New York Times,Business,300
"9,000 Unvaccinated N.Y.C. Workers Put on Unpaid Leave as Mandate Begins",2021-11-01,article,News,,"['Government Employees', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Workplace Hazards and Violations', 'Politics and Government', 'Fines (Penalties)']",The New York Times,Metro,1275
At Least 5 People Are Dead in Nigeria Building Collapse,2021-11-01,multimedia,Video,,"['Accidents and Safety', 'Building (Construction)', 'Deaths (Fatalities)']",The New York Times,,0
"No, Vaccine Mandates Aren’t an Attack on Freedom",2021-11-01,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'United States Politics and Government', 'Rumors and Misinformation']",The New York Times,OpEd,848
The Recipe for Coming Back From a 3-1 Deficit? It Varies.,2021-11-01,article,News,,"['Baseball', 'World Series']",The New York Times,Sports,1140
We Should All Know Less About Each Other,2021-11-01,article,Op-Ed,,"['Social Media', 'Social Conditions and Trends', 'Computers and the Internet', 'Sociology', 'Conservatism (US Politics)', 'Liberalism (US Politics)']",The New York Times,OpEd,849
"Talking About ‘Attica,’ the Newest Documentary on the Prison Uprising",2021-11-01,article,News,,"['Documentary Films and Programs', 'Demonstrations, Protests and Riots', 'Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Black People', 'Blacks']",The New York Times,Culture,953
Leaders Warn of Climate ‘Doomsday’ as Old Rifts Divide Summit’s First Day,2021-11-01,article,News,,"['United Nations Framework Convention on Climate Change', 'Global Warming', 'Greenhouse Gas Emissions', 'United States International Relations', 'United States Politics and Government']",The New York Times,Foreign,1314
"Kristy Swanson, actress and vaccine skeptic, is hospitalized with Covid.",2021-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",The New York Times,Express,263
What Harry Styles Fans Wore for ‘Harryween’,2021-11-02,article,News,,"['Fashion and Apparel', 'Halloween']",The New York Times,Styles,1028
Mets Fire Their Interim G.M. Two Months After His Arrest,2021-11-02,article,News,,['Baseball'],The New York Times,Sports,246
Jurors for Kyle Rittenhouse Trial Are Swiftly Selected,2021-11-02,article,News,,"['Jury System', 'Murders, Attempted Murders and Homicides']",The New York Times,National,1067
