headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"Alienated by Trump, Suburban Voters Sour on G.O.P. in Battle for the House",2020-08-01,article,News,,"['United States Politics and Government', 'Elections, House of Representatives', 'Suburbs']",The New York Times,Washington,1555
"After Plummeting, the Virus Soars Back in the Midwest",2020-08-01,article,News,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'States (US)']",The New York Times,National,1543
ByteDance Said to Offer to Sell TikTok’s U.S. Operations,2020-08-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Mobile Applications', 'United States Politics and Government']",The New York Times,Business,681
"Dr. Eddie Negrón, a Physician Full of Fun, Is Dead at 69",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Doctors']",The New York Times,Obits,576
Variety: Acrostic,2020-08-01,article,News,,['Crossword Puzzles'],The New York Times,Games,305
W.N.B.A. Rookie Showdown Halted by Ionescu Injury,2020-08-01,article,News,,"['Basketball', 'Sports Injuries']",The New York Times,Sports,899
"SpaceX Crew Dragon Departs, Carrying NASA Astronauts Toward Home",2020-08-01,article,News,,"['Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight', 'Hurricanes and Tropical Storms', 'International Space Station']",The New York Times,Science,1352
More Games Postponed With 4 More Coronavirus Cases for Cardinals,2020-08-01,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",The New York Times,Sports,493
"In Trumpworld, the Grown-Ups in the Room All Left, and Got Book Deals",2020-08-01,article,News,,"['Presidential Election of 2016', 'United States Politics and Government', 'Writing and Writers', 'Books and Literature']",The New York Times,Politics,3188
Protecting the Rights of Those With Disabilities,2020-08-01,article,Letter,,"['Disabilities', 'AMERICANS WITH DISABILITIES ACT']",The New York Times,Letters,1365
Turn the News Into a Rose,2020-08-01,article,News,,"['Quarantine (Life and Culture)', 'Newspapers', 'Handicrafts', 'Content Type: Service']",The New York Times,Travel,346
Celebrating Eid al-Adha Amid a Pandemic,2020-08-01,article,News,,"['Eid al-Adha', 'Coronavirus (2019-nCoV)', 'Holidays and Special Occasions']",The New York Times,National,1249
"For Two Teenagers on Election Day, the Political Gets Personal",2020-08-01,article,Review,,['Books and Literature'],The New York Times,BookReview,692
"Tank Tops and Short Shorts and Bears, Oh My!",2020-08-01,article,Review,,['Books and Literature'],The New York Times,BookReview,682
Biden Faces Pressure From Left Over Influence Industry Ties,2020-08-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Campaign Finance', 'Lobbying and Lobbyists']",The New York Times,Washington,1675
Talking to the Dead in the Sunshine State,2020-08-01,article,Op-Ed,,"['Psychics and Fortune Tellers', 'Grief (Emotion)', 'Religion and Belief']",The New York Times,OpEd,5554
What’s Going On With TikTok? Here’s What We Know,2020-08-01,article,News,,"['Mobile Applications', 'Social Media', 'United States Politics and Government', 'Executive Orders and Memorandums', 'Mergers, Acquisitions and Divestitures', 'Computers and the Internet']",The New York Times,Business,659
"Double, Double, Trump’s Toil, Our Trouble",2020-08-01,article,Op-Ed,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'United States Politics and Government', 'Masks', 'Stimulus (Economic)']",The New York Times,OpEd,1169
How to Go to College During a Pandemic,2020-08-01,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Colleges and Universities', 'E-Learning', 'Quarantine (Life and Culture)', 'International Study and Teaching', 'Innovation']",The New York Times,OpEd,1345
"James Silberman, Editor Who Nurtured Literary Careers, Dies at 93",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Books and Literature', 'Book Trade and Publishing']",The New York Times,Obits,1028
Ivanka Trump and Jared Kushner Report Income of at Least $36 Million in 2019,2020-08-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government', 'Income']",The New York Times,Business,398
Voting by Mail Is Crucial for Democracy,2020-08-01,article,Editorial,,"['Absentee Voting', 'Presidential Election of 2020', 'Voter Registration and Requirements', 'United States Politics and Government', 'Postal Service and Post Offices', 'Polls and Public Opinion', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Voter Fraud (Election Fraud)', 'Coronavirus (2019-nCoV)', 'Stimulus (Economic)']",The New York Times,Editorial,1588
"Red Onions Linked to Salmonella Outbreak, Officials Say",2020-08-01,article,News,,"['Food Contamination and Poisoning', 'Salmonella (Bacteria)', 'Onions']",The New York Times,Express,430
Homeland Security Reassigns Official Whose Office Compiled Intelligence on Journalists,2020-08-01,article,News,,"['Espionage and Intelligence Services', 'News and News Media', 'George Floyd Protests (2020)', 'Freedom of Speech and Expression', 'Freedom of the Press']",The New York Times,Washington,841
"More Than 1,000 Companies Boycotted Facebook. Did It Work?",2020-08-01,article,News,,"['Social Media', 'Online Advertising', 'ADVERTISING AND MARKETING', 'Boycotts', 'Media', 'Civil Rights and Liberties', 'Small Business', 'Hate Speech']",The New York Times,Business,902
Army Officer Who Clashed With Trump Vows to Speak Out on Security Issues,2020-08-01,article,News,,"['United States Defense and Military Forces', 'United States Politics and Government', 'Presidential Election of 2020', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",The New York Times,Washington,688
How to Stay Safer on Mass Transit,2020-08-01,article,News,,"['Quarantine (Life and Culture)', 'Transportation', 'Commuting', 'Transit Systems', 'Coronavirus Risks and Safety Concerns', 'Subways', 'Buses']",The New York Times,AtHome,1421
Trader Joe’s Defends Product Labels Criticized as Racist,2020-08-01,article,News,,"['Labeling and Labels (Product)', 'Supermarkets and Grocery Stores', 'Customer Relations', 'Police Brutality, Misconduct and Shootings']",The New York Times,Express,592
Puzzlin’,2020-08-01,article,News,,['Crossword Puzzles'],The New York Times,Games,630
"Connie Culp, First Face Transplant Recipient in U.S., Dies at 57",2020-08-01,article,Obituary (Obit),,"['Transplants', 'Face', 'Plastic Surgery', 'Murders, Attempted Murders and Homicides', 'Deaths (Obituaries)']",The New York Times,Express,694
"Víctor Víctor, Known for the Hit ‘Mesita de Noche,’ Dies at 71",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Latin Music']",The New York Times,Obits,521
U.A.E. Becomes First Arab Nation to Open a Nuclear Power Plant,2020-08-01,article,News,,"['Nuclear Energy', 'United States International Relations']",The New York Times,Foreign,637
"Lady Red Couture, ‘Mother Hen’ of a Drag Scene, Dies at 43",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Black People', 'Blacks', 'Transgender and Transsexuals', 'Transvestism']",The New York Times,Obits,902
Quotation of the Day: Law to Cut Drug Sentences Is No Help for Some Inmates,2020-08-02,article,Quote,,[],The New York Times,Summary,53
"Wilford Brimley, ‘Cocoon’ Star and Quaker Oats Pitchman, Is Dead at 85",2020-08-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Movies', 'ADVERTISING AND MARKETING']",The New York Times,Obits,862
NASA Astronauts in SpaceX Capsule Make First Water Landing Since 1975,2020-08-02,article,News,,"['Rocket Science and Propulsion', 'Space and Astronomy', 'Private Spaceflight', 'Motion Sickness', 'International Space Station']",The New York Times,Science,1854
What’s on TV Sunday: ‘Connected’ and the SpaceX Landing,2020-08-02,article,News,,"['Television', 'Movies']",The New York Times,Culture,494
"To Break a Horse, and a Woman",2020-08-02,article,Op-Ed,,"['Horses', 'Animal Cognition', 'Deer', 'Robberies and Thefts', 'Anxiety and Stress', 'Assaults']",The New York Times,OpEd,1666
"‘As I Started to Walk Away, the Second Man Reached Out His Hand’",2020-08-02,article,News,,[],The New York Times,Metropolitan,775
Is the Subway Risky? It May Be Safer Than You Think,2020-08-02,article,News,,"['Transit Systems', 'Contact Tracing (Public Health)', 'Subways', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Commuting', 'Masks', 'Buses']",The New York Times,Metro,1652
Florida’s Summer of Dread,2020-08-02,article,News,,"['Hurricanes and Tropical Storms', 'Coronavirus (2019-nCoV)', 'Weather', 'Summer (Season)', 'Disease Rates', 'Deaths (Fatalities)']",The New York Times,National,1537
"It’s a Book. It’s a Podcast. It’s a Three-Act Play, in Your Ears.",2020-08-02,article,News,,"['Books and Literature', 'Movies', 'Writing and Writers', 'ACTORS AND ACTRESSES']",The New York Times,Culture,1112
"Homes That Sold for Around $600,000",2020-08-02,article,News,,['Real Estate and Housing (Residential)'],The New York Times,RealEstate,422
"Less Sex, More Viewers: Pandemic Boosts Mexico’s Flagging Telenovelas",2020-08-02,article,News,,"['Coronavirus (2019-nCoV)', 'Soap Operas', 'Television']",The New York Times,Foreign,1274
Driving Across the Globe to Fight Child Trafficking,2020-08-02,article,News,,"['Automobiles', 'Philanthropy', 'Children and Childhood', 'Human Trafficking', 'Child Abuse and Neglect', 'Automobile Racing']",The New York Times,Business,1227
"Midwest, School Reopenings, Summer Gardens: Your Weekend Briefing",2020-08-02,article,briefing,,[],The New York Times,NYTNow,1331
The Week in Business: Getting Rich Off the Pandemic,2020-08-02,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Unemployment']",The New York Times,Business,814
"Corrections: August 2, 2020",2020-08-02,article,News,,[],The New York Times,National,114
Birx Warns That U.S. Epidemic Is in a ‘New Phase’,2020-08-02,article,News,,['Coronavirus (2019-nCoV)'],The New York Times,Foreign,4318
Conservative U.K. Lawmaker Is Arrested Over Rape Accusations,2020-08-02,article,News,,"['Politics and Government', 'Sex Crimes']",The New York Times,Foreign,541
The Sunday Read: ‘On Female Rage’,2020-08-02,article,News,,"['Women and Girls', 'ANGER (EMOTION)']",The New York Times,Podcasts,205
Storm Grazes Florida and Takes Aim at the Carolinas,2020-08-02,article,News,,"['Hurricanes and Tropical Storms', 'Coronavirus (2019-nCoV)']",The New York Times,National,2287
What to Cook This Week,2020-08-02,article,News,,"['Cooking and Cookbooks', 'Quarantine (Life and Culture)']",The New York Times,Dining,536
"Baseball Is Playing for Its Life, and Ours",2020-08-02,article,Op-Ed,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",The New York Times,OpEd,1017
Women Doctors Ask: Who Gets to Decide What’s ‘Professional’?,2020-08-02,article,News,,"['Discrimination', 'Women and Girls', 'Black People', 'Blacks', 'Race and Ethnicity', 'Doctors', ""Women's Rights""]",The New York Times,Gender,1328
"The Calm Voice Asking Thorny Questions in ‘Death, Sex & Money’",2020-08-02,article,News,,"['Podcasts', 'News and News Media', 'Stillbirth']",The New York Times,Culture,1387
Do Learning Pods Endanger Equality?,2020-08-02,article,Letter,,"['Income Inequality', 'Education (K-12)', 'Minorities', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees']",The New York Times,Letters,595
To Ensure That Our Election Is Fair and Open,2020-08-02,article,Letter,,"['Absentee Voting', 'Politics and Government', 'Presidential Election of 2020']",The New York Times,Letters,278
When Utility Money Talks,2020-08-02,article,Op-Ed,,"['State Legislatures', 'Corruption (Institutional)', 'Energy and Power', 'Nuclear Energy', 'Alternative and Renewable Energy', 'Racketeering and Racketeers', 'Bribery and Kickbacks']",The New York Times,OpEd,1202
"As Genoa Inaugurates New Bridge, the Feeling Is Bittersweet",2020-08-02,article,News,,"['Infrastructure (Public Works)', 'Bridges and Tunnels', 'Restoration and Renovation', 'Accidents and Safety', 'Buildings (Structures)', 'Roads and Traffic', 'Politics and Government', 'ARCHITECTURE', 'Viaducts']",The New York Times,Foreign,1236
U.S. Small Business Bailout Money Flowed to Chinese-Owned Companies,2020-08-02,article,News,,"['United States Economy', 'Economic Conditions and Trends', 'Stimulus (Economic)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'United States International Relations', 'Embargoes and Sanctions', 'Law and Legislation', 'Small Business', 'United States Politics and Government', 'Corporations', 'Social Media']",The New York Times,Washington,1097
Why Did Hong Kong Delay Its Election — by a Year?,2020-08-02,article,Op-Ed,,"['Elections', 'Politics and Government', 'Constitutions', 'Secession and Independence Movements', 'Coronavirus (2019-nCoV)', 'Civil Rights and Liberties', 'Freedom of Assembly']",The New York Times,OpEd,1095
Britain Tried to Bring Fans Back to Indoor Sports. That Lasted a Day.,2020-08-02,article,News,,"['Coronavirus (2019-nCoV)', 'Billiards', 'Coronavirus Reopenings', 'Athletics and Sports']",The New York Times,Sports,1163
"Lady Macbeth in Appalachia, and Other Tales by an American Master",2020-08-02,article,Review,,['Books and Literature'],The New York Times,Culture,793
Elizabeth Warren’s Evolution on Race Brought Her Here,2020-08-02,article,News,,"['Presidential Election of 2020', 'Segregation and Desegregation', 'Fraternities and Sororities', 'Race and Ethnicity', 'Civil Rights and Liberties', 'Vice Presidents and Vice Presidency (US)']",The New York Times,Politics,2538
Birx Says U.S. Epidemic Is in a ‘New Phase’,2020-08-02,article,News,,"['Masks', 'Contact Tracing (Public Health)', 'Coronavirus (2019-nCoV)', 'Medicine and Health', 'United States Politics and Government', 'your-feed-healthcare', 'Disease Rates']",The New York Times,Science,910
‘Immigration Nation’ Review: The Banality of Deportation,2020-08-02,article,News,,"['Illegal Immigration', 'Immigration Detention', 'Foreign Workers', 'Television', 'Deportation', 'Documentary Films and Programs']",The New York Times,Culture,852
Kayleigh McEnany Heckles the Press. Is That All?,2020-08-02,article,News,,"['News and News Media', 'Polls and Public Opinion', 'United States Politics and Government']",The New York Times,Washington,1482
U.S. Identifies Some of the Mysterious Seeds Mailed From China,2020-08-02,article,News,,"['Seeds', 'Flowers and Plants', 'Frauds and Swindling', 'Invasive Species', 'Herbs', 'Gardens and Gardening']",The New York Times,Express,571
Mets’ Yoenis Cespedes Opts Out of 2020 Season,2020-08-02,article,News,,"['Baseball', 'Coronavirus Reopenings']",The New York Times,Sports,718
"Apple Fire Leads to Evacuation Order for 7,000 in California",2020-08-02,article,News,,"['Wildfires', 'Fires and Firefighters', 'Forests and Forestry', 'Wilderness Areas']",The New York Times,Express,302
Relief Package Deal Remains Elusive as Impasse Over Jobless Benefits Persists,2020-08-02,article,News,,"['United States Politics and Government', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'Unemployment Insurance']",The New York Times,Washington,623
Militants Attack Afghan Prison as Brief Cease-Fire Expires,2020-08-02,article,News,,"['Afghanistan War (2001- )', 'Prison Escapes']",The New York Times,Foreign,578
Deutsche Bank Opens Review Into Personal Banker to Trump and Kushner,2020-08-02,article,News,,"['Real Estate and Housing (Residential)', 'Conflicts of Interest', 'Banking and Financial Institutions']",The New York Times,Business,888
How Joe Arpaio’s Fate in Arizona Could Be a Window Into Trump’s,2020-08-02,article,News,,"['Illegal Immigration', 'Discrimination', 'Sheriffs', 'United States Politics and Government', 'Polls and Public Opinion', 'Immigration and Emigration', 'Primaries and Caucuses', 'Presidential Election of 2020']",The New York Times,Politics,1654
"Vaccine, TikTok, SpaceX: Your Monday Briefing",2020-08-02,article,briefing,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",The New York Times,NYTNow,1629
Where a Little Mortgage Goes a Long Way,2020-08-02,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)', 'Banking and Financial Institutions', 'Black People', 'Blacks', 'Race and Ethnicity', 'Finances', 'Affordable Housing', 'Hispanic-Americans']",The New York Times,Business,1376
Covid Tests and Quarantines: Colleges Brace for an Uncertain Fall,2020-08-02,article,News,,"['Colleges and Universities', 'Quarantines', 'Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Dormitories', 'Parties (Social)', 'Coronavirus Reopenings']",The New York Times,National,1706
Russia Sets Mass Vaccination for October After Shortened Trial,2020-08-02,article,News,,"['Clinical Trials', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Industrial Espionage', 'Sovereign Wealth Funds']",The New York Times,Foreign,1263
Nordstrom Uses Influencers to Promote Safety and Draw Anxious Shoppers,2020-08-02,article,News,,"['Shopping and Retail', 'Social Media', 'Coronavirus (2019-nCoV)', 'ADVERTISING AND MARKETING']",The New York Times,Business,727
Theatrical Sort,2020-08-02,article,News,,['Crossword Puzzles'],The New York Times,Games,792
"Mexico Seizes Crime Boss El Marro, Under Pressure to Cut Violence",2020-08-02,article,News,,"['Drug Cartels', 'Organized Crime']",The New York Times,Foreign,820
A Group of Pac-12 Football Players Threaten to Opt Out of the Season,2020-08-02,article,News,,"['Football (College)', 'Colleges and Universities', 'Coronavirus Reopenings']",The New York Times,Sports,1148
Arrests Over Illicit Party Boat With 170 Guests Cruising Around N.Y.C.,2020-08-02,article,News,,"['Parties (Social)', 'Coronavirus (2019-nCoV)', 'Boats and Boating']",The New York Times,Metro,616
‘Thanks for Flying SpaceX’: NASA Astronauts Safely Splash Down After Journey From Orbit,2020-08-02,article,News,,"['Space and Astronomy', 'Private Spaceflight', 'United States Politics and Government', 'Rocket Science and Propulsion', 'Public-Private Sector Cooperation']",The New York Times,Science,1492
Several Private Boats Encroach on SpaceX Landing Zone,2020-08-02,multimedia,Video,,"['Boats and Boating', 'Private Spaceflight']",The New York Times,,0
"In St. Louis, Testing Liberal Might Against a Democratic Fixture",2020-08-02,article,News,,"['United States Politics and Government', 'George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Elections, House of Representatives']",The New York Times,Washington,1623
How the Media Could Get the Election Story Wrong,2020-08-02,article,News,,"['United States Politics and Government', 'Absentee Voting', 'News and News Media', 'Presidential Election of 2020']",The New York Times,Business,1641
"Guyana Swears In New Leader, Resolving Struggle Over Oil Wealth",2020-08-02,article,News,,"['Politics and Government', 'Elections']",The New York Times,Foreign,636
"As Federal Agents Retreat in Portland, Protesters Return to Original Foe: Local Police",2020-08-02,article,News,,"['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Police Brutality, Misconduct and Shootings']",The New York Times,National,842
Biden’s Quietly Radical Care Plan,2020-08-02,article,Op-Ed,,"['Presidential Election of 2020', 'Elder Care', 'Child Care', 'Home Health Care', 'United States Politics and Government']",The New York Times,OpEd,1063
Why Are So Many People on Capitol Hill Getting Infected?,2020-08-02,article,Editorial,,"['United States Politics and Government', 'Masks', 'Coronavirus (2019-nCoV)', 'Capitol Building (Washington, DC)', 'Tests (Medical)']",The New York Times,Editorial,1074
Israeli Court Rebukes Prime Minister’s Son Over Harassing Protest Leaders,2020-08-02,article,News,,"['Politics and Government', 'Social Media', 'Cyberharassment']",The New York Times,Foreign,725
‘Everyone Can Do Better’: Baseball Searches for Blame Amid Outbreaks,2020-08-02,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",The New York Times,Sports,1279
From Minecraft Tricks to Twitter Hack: A Florida Teen’s Troubled Online Path,2020-08-02,article,News,,"['Computers and the Internet', 'Social Media', 'Cyberattacks and Hackers', 'Computer and Video Games', 'Video Recordings, Downloads and Streaming', 'Robberies and Thefts', 'Frauds and Swindling', 'Bitcoin (Currency)']",The New York Times,Business,1634
"Tropical Storm Isaias, Grazing Florida, Takes Aim at Carolinas",2020-08-02,article,News,,"['Hurricanes and Tropical Storms', 'Weather']",The New York Times,National,1010
‘Clean Up This Mess’: The Chinese Thinkers Behind Xi’s Hard Line,2020-08-02,article,News,,"['Politics and Government', 'Defense and Military Forces', 'Colleges and Universities', 'Law and Legislation', 'Hong Kong Protests (2019)']",The New York Times,Foreign,1522
Microsoft Says It’ll Continue Pursuit of TikTok,2020-08-02,article,News,,"['Social Media', 'Mergers, Acquisitions and Divestitures']",The New York Times,Washington,1335
Lord & Taylor Files for Bankruptcy as Retail Collapses Pile Up,2020-08-02,article,News,,"['Mergers, Acquisitions and Divestitures', 'Bankruptcies', 'Coronavirus (2019-nCoV)']",The New York Times,Business,447
"Leon Fleisher, 92, Dies; Spellbinding Pianist Using One Hand or Two",2020-08-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Classical Music']",The New York Times,Obits,2232
Trump Forecasts His Own Fraud,2020-08-02,article,Op-Ed,,"['Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Polls and Public Opinion', 'Absentee Voting', 'Voter Fraud (Election Fraud)']",The New York Times,OpEd,838
