headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
‘Bloody Sunday’ Commemoration Draws Democratic Candidates to Selma,2020-03-01,article,News,,"['Presidential Election of 2020', 'Civil Rights and Liberties', 'Civil Rights Movement (1954-68)', 'Black People', 'Blacks', 'Demonstrations, Protests and Riots']",The New York Times,Politics,957
"A Virus Spreads, Stocks Fall, and Democrats See an Opening to Hit Trump",2020-03-01,article,News,,"['Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'United States Economy', 'Interest Rates', 'Income Inequality', 'United States Politics and Government', 'Epidemics']",The New York Times,Washington,1395
How Coronavirus Is Already Being Viewed Through a Partisan Lens,2020-03-01,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics']",The New York Times,National,1362
Givenchy: Fall 2020,2020-03-01,multimedia,Slideshow,,['Paris Fashion Week'],The New York Times,Fashion & Style,0
Fear of Coronavirus Leaves the Faithful Without Mass in Italy’s North,2020-03-01,article,News,,"['Coronavirus (2019-nCoV)', 'Travel Warnings']",The New York Times,Foreign,1283
Intel’s Culture Needed Fixing. Its C.E.O. Is Shaking Things Up.,2020-03-01,article,News,,"['Computer Chips', 'Appointments and Executive Changes', 'Engineering and Engineers', 'Executives and Management (Theory)']",The New York Times,Business,1289
"What’s Going On in This Picture? | March 2, 2020",2020-03-01,article,News,,[],The New York Times,Learning,330
Former Barnard Student Accused of Killing Mother,2020-03-01,article,News,,"['Murders, Attempted Murders and Homicides']",The New York Times,Metro,712
Abortion Case in Colombia Could Be a Landmark in Latin America,2020-03-01,article,News,,"['ABORTION', 'Women and Girls']",The New York Times,Foreign,1131
A Painter and Social Activist With an ‘Unruly Nature’,2020-03-01,article,News,,"['Art', 'Civil Rights Movement (1954-68)', 'Black People', 'Blacks']",The New York Times,Culture,1441
"Ernesto Cardenal, Nicaraguan Priest, Poet and Revolutionary, Dies at 95",2020-03-01,article,Obituary (Obit),,['Deaths (Obituaries)'],The New York Times,Obits,1209
‘Forget About It!’,2020-03-01,article,News,,['Crossword Puzzles'],The New York Times,Games,708
Pete Buttigieg Drops Out of Democratic Presidential Race,2020-03-01,article,News,,['Presidential Election of 2020'],The New York Times,Politics,1253
"Panic Shopping for Coronavirus Supplies, but Brunch Is Packed",2020-03-01,article,News,,"['Coronavirus (2019-nCoV)', 'Travel and Vacations']",The New York Times,Metro,1401
"As Another Election Looms, Israelis Ponder Politics, and Contagion",2020-03-01,article,News,,"['Elections', 'Coronavirus (2019-nCoV)', 'Travel and Vacations']",The New York Times,Foreign,807
Sungjae Im Gets First PGA Tour Win at Honda Classic,2020-03-01,article,News,,['Golf'],The New York Times,Sports,783
Is Texas Big Enough for Ted Cruz and Bernie Sanders?,2020-03-02,article,Op-Ed,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'State Legislatures', 'Hispanic-Americans', 'Elections, State Legislature']",The New York Times,OpEd,987
We Represented the Whistle-Blower. The Law Needs Urgent Help.,2020-03-02,article,Op-Ed,,"['Whistle-Blowers', 'Classified Information and State Secrets', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",The New York Times,OpEd,862
The Coronavirus Has Put the World’s Economy in Survival Mode,2020-03-02,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'International Trade and World Market', 'United States Economy', 'Epidemics', 'Consumer Behavior', 'Stocks and Bonds']",The New York Times,OpEd,846
Why the Success of The New York Times May Be Bad News for Journalism,2020-03-02,article,News,,"['News and News Media', 'Newspapers']",The New York Times,Business,1208
"In Coronavirus Fight, China Gives Citizens a Color Code, With Red Flags",2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Surveillance of Citizens by Government', 'Epidemics', 'Privacy', 'Computers and the Internet', 'Computer Security', 'Quarantines']",The New York Times,Business,1498
"At Center of Taliban Deal, a U.S. Envoy Who Made It Personal",2020-03-02,article,News,,"['Afghanistan War (2001- )', 'United States International Relations', 'Diplomatic Service, Embassies and Consulates']",The New York Times,Foreign,1816
Warnings From South Carolina,2020-03-02,article,Op-Ed,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Black People', 'Blacks', 'Polls and Public Opinion', 'Race and Ethnicity', 'Hispanic-Americans', 'Millennial Generation']",The New York Times,Editorial,811
Coronavirus in N.Y.: Manhattan Woman Is First Confirmed Case in State,2020-03-02,article,News,,['Coronavirus (2019-nCoV)'],The New York Times,Metro,1014
"As Buttigieg Exits Race, Biden Seeks Edge Against Sanders on Super Tuesday",2020-03-02,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,Politics,1985
"Cuccinelli’s Appointment to Immigration Post Is Illegal, Judge Rules",2020-03-02,article,News,,"['Immigration and Emigration', 'Appointments and Executive Changes', 'United States Politics and Government', 'Decisions and Verdicts']",The New York Times,Washington,945
2nd Death Near Seattle Adds to Signs Virus Is Spreading in U.S.,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Nursing Homes', 'Epidemics']",The New York Times,National,1848
"Review: In ‘The Hot Wing King,’ a New Recipe for a Family",2020-03-02,article,Review,,['Theater'],The New York Times,Culture,843
"North Korea Launches 2 Unidentified Projectiles, South Korea Says",2020-03-02,article,News,,[],The New York Times,Foreign,722
Mayor Pete Flew Sky High,2020-03-02,article,Op-Ed,,"['Presidential Election of 2020', 'Homosexuality and Bisexuality', 'Primaries and Caucuses']",The New York Times,OpEd,1325
Your Monday Briefing,2020-03-02,article,briefing,,[],The New York Times,NYTNow,1366
The Israel Election (Round 3): Here’s What You Need to Know,2020-03-02,article,News,,"['Politics and Government', 'Elections']",The New York Times,Foreign,667
"No Corrections: March 2, 2020",2020-03-02,article,News,,[],The New York Times,Corrections,70
Stocks Surge as Central Banks Vow to Act on Coronavirus,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Stocks and Bonds', 'Interest Rates', 'Economic Conditions and Trends']",The New York Times,Business,1727
Outbreak Strikes Seattle Area as Testing Is Scrutinized,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Hospitals', 'Infections']",The New York Times,Foreign,3657
"Armed Man Dies After Shooting at Catholic Church in California, Authorities Say",2020-03-02,article,News,,"['Sutherland Springs, Tex, Shooting (2017)']",The New York Times,Express,465
Hostages Are Freed From Manila Mall,2020-03-02,article,News,,"['Kidnapping and Hostages', 'Shopping Centers and Malls', 'Murders, Attempted Murders and Homicides']",The New York Times,Express,368
"Italy, Europe’s Coronavirus Lab",2020-03-02,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Epidemics', 'Travel and Vacations', 'Social Media', 'Tests (Medical)']",The New York Times,OpEd,1415
What’s on TV Monday: ‘Breeders’ and ‘Notes on a Scandal’,2020-03-02,article,News,,"['Television', 'Movies']",The New York Times,Culture,482
Word + Quiz: metronome,2020-03-02,article,News,,[],The New York Times,Learning,233
‘The Face of the Coronavirus’: A Hong Kong Student Shunned in Italy,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Hong Kong Protests (2019)', 'Masks']",The New York Times,Foreign,790
"At Arizona, Truth Without the Consequences",2020-03-02,article,News,,"['Basketball (College)', 'Coaches and Managers', 'Draft and Recruitment (Sports)']",The New York Times,Sports,1339
Pitching’s Outsiders: ‘No One Wants to Play Catch With Us’,2020-03-02,article,News,,"['Baseball', 'Sports Injuries']",The New York Times,Sports,1273
"Feeling Robbed, the Dodgers Are ‘Working Angry’",2020-03-02,article,News,,"['Baseball', 'Cheating']",The New York Times,Sports,1244
A Trump Insider Embeds Climate Denial in Scientific Research,2020-03-02,article,News,,"['Global Warming', 'Carbon Dioxide', 'Greenhouse Gas Emissions', 'Water', 'Irrigation', 'United States Politics and Government', 'Environment']",The New York Times,Climate,1581
New York City Had One of Its Least Snowy Winters on Record,2020-03-02,article,News,,"['Snow and Snowstorms', 'Global Warming']",The New York Times,Metro,853
Lesson of the Day: ‘Should Robots Have a Face?’,2020-03-02,article,News,,[],The New York Times,Learning,679
What I Learned From Scanning the Brains of Potential Terrorists,2020-03-02,multimedia,Video,,"['Terrorism', 'Brain', 'Psychology and Psychologists', 'Mass Shootings', 'Discrimination', 'Research', 'your-feed-opinionvideo']",The New York Times,,0
Here’s What’s at Stake in Super Tuesday States,2020-03-02,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,U.S.,0
Can YouTube Quiet Its Conspiracy Theorists?,2020-03-02,multimedia,Interactive Feature,,"['Fringe Groups and Movements', 'Video Recordings, Downloads and Streaming', 'Conspiracy Theories', 'Computers and the Internet']",The New York Times,Technology,0
Fatal Car Crashes Rise With Spring Clock Reset,2020-03-02,article,News,,"['Daylight Saving Time', 'Traffic Accidents and Safety']",The New York Times,Well,230
What I Learned From Scanning the Brains of Potential Terrorists,2020-03-02,article,Op-Ed,,"['Terrorism', 'Mass Shootings', 'Discrimination', 'your-feed-opinionvideo']",The New York Times,OpEd,147
Heat Waves May Raise Risk of Premature Birth,2020-03-02,article,News,,"['Weather', 'Premature Babies', 'Temperature', 'Birth Rates', 'Pregnancy and Childbirth']",The New York Times,Well,266
Should Plastic Bags Be Banned Everywhere?,2020-03-02,article,News,,[],The New York Times,Learning,1185
Aaron Sorkin on How He Would Write the Democratic Primary for ‘The West Wing’,2020-03-02,multimedia,Interactive Feature,,"['Writing and Writers', 'Movies', 'Television', 'Theater']",The New York Times,Magazine,0
Vegetarian Diet May Lower Stroke Risk,2020-03-02,article,News,,"['Stroke', 'Vegetarianism', 'Cholesterol', 'Hypertension', 'Meat', 'Fish and Other Marine Life', 'Diet and Nutrition']",The New York Times,Well,216
"Before Prostate Surgery, Consider ‘Active Surveillance’",2020-03-02,article,News,,"['Tests (Medical)', 'Prostate Cancer', 'Prostate Gland', 'Men and Boys', 'Surgery and Surgeons']",The New York Times,Well,1065
The Benefits of Exercise for Children’s Mental Health,2020-03-02,article,News,,"['Mental Health and Disorders', 'Anxiety and Stress', 'Depression (Mental)', 'Exercise', 'Children and Childhood', 'Teenagers and Adolescence', 'Athletics and Sports']",The New York Times,Well,1215
Boycotting Avocados Won’t Hurt Cartels,2020-03-02,article,Op-Ed,,"['Avocados', 'Drug Cartels']",The New York Times,OpEd,876
Stop Touching Your Face!,2020-03-02,article,News,,"['Face', 'Touch (Sense)', 'Hygiene and Cleanliness', 'Coronavirus (2019-nCoV)', 'Eyes and Eyesight', 'Research', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics', 'Nose', 'Animal Behavior', 'Skin', 'Medicine and Health', 'Doctors', 'Mouth']",The New York Times,Well,1343
Freeman Dyson’s Quest for Eternal Life,2020-03-02,article,Op-Ed,,"['Physics', 'Space and Astronomy', 'Stars and Galaxies', 'Mathematics']",The New York Times,OpEd,1127
Global Economic Policymakers Scramble as Coronavirus Threatens Growth,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Recession and Depression', 'United States Economy', 'International Trade and World Market']",The New York Times,Washington,1465
The Lasting Effects of Stop-and-Frisk in Bloomberg’s New York,2020-03-02,article,News,,"['Racial Profiling', 'Search and Seizure', 'Presidential Election of 2020']",The New York Times,Upshot,1060
Lil Dicky the Rapper Makes Way for Dave the TV Star,2020-03-02,article,News,,"['Television', 'Comedy and Humor', 'Rap and Hip-Hop', 'ACTORS AND ACTRESSES']",The New York Times,Culture,1643
The Chaos and Comfort of Life in a Bushwick Artists’ Collective,2020-03-02,article,News,,"['Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Culture (Arts)', 'Art']",The New York Times,RealEstate,1162
Donna Shalala: Drop the Politics and Fight the Coronavirus,2020-03-02,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Medicine and Health', 'Disasters and Emergencies', 'United States Politics and Government', 'Epidemics', 'Federal Budget (US)']",The New York Times,OpEd,814
Talking to Teens and Tweens About Coronavirus,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Teenagers and Adolescence', 'Psychology and Psychologists', 'Parenting', 'Anxiety and Stress', 'Hygiene and Cleanliness', 'Immune System']",The New York Times,Well,993
How Much Does a Play Change During Previews? Just Ask ‘The Perplexed’,2020-03-02,article,News,,['Theater'],The New York Times,Culture,1225
Mike Bloomberg’s Stealth Weapon,2020-03-02,article,News,,[],The New York Times,Politics,1868
How to Confront the Coronavirus at Every Level,2020-03-02,article,Op-Ed,,"['Emergency Medical Treatment', 'Coronavirus (2019-nCoV)', 'Disasters and Emergencies', 'Medicine and Health', 'Vaccination and Immunization', 'Ebola Virus']",The New York Times,OpEd,1283
Silicon Valley Leaders’ Plea to Democrats: Anyone but Sanders,2020-03-02,article,News,,"['Computers and the Internet', 'Presidential Election of 2020', 'Primaries and Caucuses', 'High Net Worth Individuals', 'United States Politics and Government']",The New York Times,Business,1712
India’s Wine Country: A Charming Work in Progress,2020-03-02,article,News,,"['Wines', 'Travel and Vacations']",The New York Times,Travel,2349
How a Pipeline Is Dividing Minnesota’s Democrats Ahead of Super Tuesday,2020-03-02,article,News,,"['Pipelines', 'Oil (Petroleum) and Gasoline', 'Native Americans', 'Organized Labor', 'Presidential Election of 2020', 'Primaries and Caucuses', 'Global Warming']",The New York Times,National,1152
19 Things About Betty Catroux,2020-03-02,article,News,,"['Fashion and Apparel', 'Museums', 'your-feed-fashion']",The New York Times,Styles,1887
The Architect Making Conceptual Art Out of Buildings,2020-03-02,article,News,,['ARCHITECTURE'],The New York Times,TStyle,3536
More Trouble Ahead for N.J. Commuters,2020-03-02,article,briefing,,"['Bridges and Tunnels', 'Railroads', 'Commuting', 'Music', 'Transit Systems', 'Archives and Records']",The New York Times,Metro,983
How Much Do You Know About Indonesia?,2020-03-02,multimedia,Interactive Feature,,[],The New York Times,The Learning Network,0
"Coronavirus, Democrats, Israel: Your Monday Briefing",2020-03-02,article,briefing,,[],The New York Times,NYTNow,1390
Joe Biden’s Big Win,2020-03-02,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,Podcasts,297
Quandary for 2020 Democrats: Which Criminal Justice Changes Get Priority?,2020-03-02,article,News,,"['Presidential Election of 2020', 'Criminal Justice', 'Primaries and Caucuses']",The New York Times,Politics,1232
What’s Next for Pete Buttigieg?,2020-03-02,article,News,,"['Presidential Election of 2020', 'Presidential Election of 2024']",The New York Times,Politics,730
Stella McCartney: Fall 2020,2020-03-02,multimedia,Slideshow,,['Paris Fashion Week'],The New York Times,Fashion & Style,0
How to Fight That Sinking Feeling,2020-03-02,article,News,,"['Coronavirus (2019-nCoV)', 'Stocks and Bonds']",The New York Times,Business,1250
"Democrats, if We Remain Divided, We’ll Fall",2020-03-02,article,Op-Ed,,"['Income Tax', 'Income Inequality', 'United States Economy']",The New York Times,OpEd,952
On Politics: Biden Reshuffles the Race,2020-03-02,article,News,,"['Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Politics,1748
"I’m a Grown Man, and ‘The Invisible Man’ Made Me Scream",2020-03-02,article,News,,['Movies'],The New York Times,Culture,831
Sacai: Fall 2020,2020-03-02,multimedia,Slideshow,,['Paris Fashion Week'],The New York Times,Fashion & Style,0
It’s the End of the World as We Know It,2020-03-02,article,News,,"['Fashion and Apparel', 'Paris Fashion Week', 'Global Warming', 'your-feed-fashion', 'Sustainable Living']",The New York Times,Styles,1089
