headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"This Week’s News Quiz: Abu Bakr al-Baghdadi, California, World Series",2019-11-01,multimedia,Interactive Feature,,[],The New York Times,Briefing,0
Who Gets to Be a Citizen? And Other Pertinent Questions,2019-11-01,article,Letter,,['Books and Literature'],The New York Times,BookReview,526
"Weekly Health Quiz: Food, Friends and Physical Activity",2019-11-01,multimedia,Interactive Feature,,"['Medicine and Health', 'Food', 'Women and Girls']",The New York Times,Well,0
Why Was My Doctor Visit Suddenly So Expensive?,2019-11-01,article,News,,"['Prices (Fares, Fees and Rates)', 'Health Insurance and Managed Care', 'Hospitals', 'Doctors']",The New York Times,Well,482
New in Paperback: ‘Unsheltered’ and ‘Come With Me’,2019-11-01,article,List,,['Books and Literature'],The New York Times,BookReview,361
"Rotters, Holy Dusters and Murderers",2019-11-01,article,News,,['Books and Literature'],The New York Times,BookReview,883
"My Mother’s Opus, Built Over Four Decades",2019-11-01,article,News,,"['Letters', 'Parenting', 'Families and Family Life']",The New York Times,Well,1136
Should Facebook Fact-Check Political Speech?,2019-11-01,article,News,,[],The New York Times,Learning,986
The Age of ‘The Age of Innocence’,2019-11-01,article,Review,,['Books and Literature'],The New York Times,BookReview,1569
"Booker Prize Winner ‘Girl, Woman, Other’ Is Coming to America",2019-11-01,article,News,,"['Books and Literature', 'Man Booker Prize', 'Blacks', 'Black People', 'Writing and Writers', 'Women and Girls', 'Race and Ethnicity', 'Age, Chronological', 'Awards, Decorations and Honors']",The New York Times,Culture,1349
Should I Take Fish Oil?,2019-11-01,article,News,,"['Omega-3 Fatty Acids', 'Fish Farming', 'Fish and Other Marine Life', 'your-feed-selfcare']",The New York Times,Styles,1140
Here Comes the Smooth Ride to Replace the Military’s Hated Humvee,2019-11-01,article,News,,"['United States Defense and Military Forces', 'Military Vehicles', 'ARMOR']",The New York Times,National,1428
"Beer, Here: Merchandising of College Sports Leads to Team-Branded Ales",2019-11-01,article,News,,"['Beer', 'Football (College)', 'College Athletics', 'ADVERTISING AND MARKETING', 'Colleges and Universities']",The New York Times,Sports,1117
"The Work Diary of the Genius of Jam, Sqirl’s Jessica Koslow",2019-11-01,article,News,,"['Restaurants', 'Jams and Jellies', 'Cooking and Cookbooks', 'Workplace Environment']",The New York Times,SundayBusiness,1939
"Medicare Can Be Confusing: 6 of Your Top Questions, Answered",2019-11-01,article,News,,"['Medicare', 'Health Insurance and Managed Care', 'Elderly', 'Teeth and Dentistry', 'Retirement', 'Drugs (Pharmaceuticals)', 'Frauds and Swindling']",The New York Times,SundayBusiness,1775
"‘After His Death, I Didn’t Cook Anymore’: Widows on the Pain of Dining Alone",2019-11-01,article,News,,"['Cooking and Cookbooks', 'Food', 'Supermarkets and Grocery Stores', 'Widows and Widowers', 'Grief (Emotion)', 'Diet and Nutrition']",The New York Times,National,1614
The New Long Weekend,2019-11-01,article,News,,"['Travel and Vacations', 'Budget Travel']",The New York Times,Travel,1331
"In China, Working Mothers Say They Are Fired or Sidelined",2019-11-01,article,News,,"['Discrimination', 'Women and Girls', ""Women's Rights"", 'Pregnancy and Childbirth', 'Labor and Jobs', 'Wages and Salaries']",The New York Times,Business,1472
"In the Blue Holes of the Bahamas, Secrets of Hurricanes Past",2019-11-01,article,News,,"['Hurricanes and Tropical Storms', 'Caves and Caverns', 'Research', 'your-feed-science']",The New York Times,Science,676
The Secret Shop of Forgotten New York Treasures,2019-11-01,article,News,,"['ANTIQUES', 'Collectors and Collections', 'Sewing']",The New York Times,Metropolitan,1370
Two-Bedroom in the Bronx,2019-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],The New York Times,Real Estate,0
"How Caroline Hirsch, Comedy Visionary, Spends Her Sundays",2019-11-01,article,News,,"['Comedy and Humor', 'New York Comedy Festival']",The New York Times,Metropolitan,794
New Development in East Harlem,2019-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],The New York Times,Real Estate,0
"Job Market Shows Resilience, Quieting Recession Fears",2019-11-01,article,News,,"['Labor and Jobs', 'United States Economy', 'Recession and Depression', 'Unemployment', 'Factories and Manufacturing', 'Strikes', 'Wages and Salaries', 'United States Politics and Government']",The New York Times,Business,1409
Maggie Haberman and Michael Schmidt on Covering the Trump Administration,2019-11-01,article,News,,"['News and News Media', 'United States Politics and Government']",The New York Times,Summary,719
They Didn’t Find Life in a Hopeless Place,2019-11-01,article,News,,"['Extraterrestrial Life', 'Microbiology', 'Space and Astronomy', 'ACIDS', 'Salt', 'your-feed-science']",The New York Times,Science,659
Breath Tests Aim to Stop Drunk Driving. Can We Trust the Results?,2019-11-01,article,News,,"['Tests (Sobriety)', 'Drunken and Reckless Driving']",The New York Times,Universal,584
The Fed’s View on Inflation Is Quietly Shifting. Here’s Why.,2019-11-01,article,News,,"['United States Economy', 'Inflation (Economics)', 'Interest Rates']",The New York Times,Business,1325
Turkey Wants Refugees to Move to a ‘Safe Zone.’ It’s a Tough Sell.,2019-11-01,article,News,,"['Kurds', 'Refugees and Displaced Persons', 'Defense and Military Forces']",The New York Times,Foreign,1331
"Warren Leads Tight Iowa Race as Biden Fades, Poll Finds",2019-11-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion']",The New York Times,Politics,1753
New Condo South of Chinatown,2019-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],The New York Times,Real Estate,0
A Prewar Two-Bedroom on Sutton Place,2019-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],The New York Times,Real Estate,0
Dancing Past 60: ‘I Actually Forget That I Am Aging’,2019-11-01,article,News,,"['Dancing', 'Korean-Americans', 'Elderly']",The New York Times,Culture,915
Income-Restricted Co-op in Hamilton Heights,2019-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],The New York Times,Real Estate,0
Holiday Movies 2019: Here’s What’s Coming Soon to Theaters,2019-11-01,article,News,,['Movies'],The New York Times,Arts&Leisure,4065
It’s a Buyers’ Market for Two-Bedrooms,2019-11-01,article,News,,"['Real Estate and Housing (Residential)', 'Condominiums', 'Cooperatives']",The New York Times,RealEstate,1869
"Impeachment, Elizabeth Warren, ISIS: Your Friday Briefing",2019-11-01,article,briefing,,[],The New York Times,NYTNow,1400
Trump Breaks Up With New York,2019-11-01,article,briefing,,[],The New York Times,Metro,1345
"Fighting Social Injustice Through Graffiti, and Making a Business of It",2019-11-01,article,News,,['Graffiti'],The New York Times,Foreign,1359
"Meet Memo, the Marie Kondo of Fitness",2019-11-01,multimedia,Video,,"['Exercise', 'Running', 'Building Service Employees', 'Illegal Immigration', 'New York City Marathon', 'Citizenship and Naturalization', 'Health Clubs']",The New York Times,,0
Democrats Can Still Seize the Center,2019-11-01,multimedia,Interactive Feature,,['Presidential Election of 2020'],The New York Times,Opinion,0
"To Beat Trump, Focus on His Corruption",2019-11-01,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Corruption (Institutional)', 'United States Politics and Government', 'Impeachment']",The New York Times,Opinion,0
"Meet Memo, the Marie Kondo of Fitness",2019-11-01,article,Op-Ed,,"['Marathon Running', 'Running', 'New York City Marathon', 'Exercise', 'Illegal Immigration', 'Citizenship and Naturalization', 'your-feed-opinionvideo']",The New York Times,OpEd,159
These 7 Million Young People Can Beat Trump,2019-11-01,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States Politics and Government', 'Race and Ethnicity', 'Youth']",The New York Times,Opinion,0
A Vote on Impeachment,2019-11-01,article,News,,"['United States Politics and Government', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Whistle-Blowers']",The New York Times,Podcasts,318
A Squash Mystery in Egypt: Is There Something in the Nile?,2019-11-01,article,News,,['Squash (Sport)'],The New York Times,Sports,1488
Can Democrats Compete With Trump’s Twitter Feed?,2019-11-01,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Computers and the Internet', 'Online Advertising', 'Political Advertising', 'Social Media']",The New York Times,Opinion,0
WeWork’s Founder Allegedly Called Maternity Leave ‘Vacation’,2019-11-01,article,News,,['Discrimination'],The New York Times,Business,2134
"As the Economy Slows, Which Investment Strategy Is Right for You?",2019-11-01,article,News,,"['Stocks and Bonds', 'Recession and Depression', 'United States Economy', 'High Net Worth Individuals', 'Financial Planners', 'Asset Allocation (Personal Finances)']",The New York Times,Business,1340
Kate DiCamillo’s New Novel May Be Her Finest Yet,2019-11-01,article,Review,,['Books and Literature'],The New York Times,BookReview,641
Keeping the Story of D-Day Alive,2019-11-01,article,Review,,"['Books and Literature', 'World War II (1939-45)']",The New York Times,BookReview,638
"Macron Steps Into a Leadership Vacuum in Europe, and on Some Toes",2019-11-01,article,News,,"['Politics and Government', 'Great Britain Withdrawal from EU (Brexit)', 'Legislatures and Parliaments']",The New York Times,Foreign,1354
Marathon Training for Aging Dummies,2019-11-01,article,News,,"['Running', 'New York City Marathon']",The New York Times,National,985
Alibaba Offers a Positive Signal Amid China’s Sagging Growth,2019-11-01,article,News,,"['Economic Conditions and Trends', 'E-Commerce', 'International Trade and World Market', 'Computers and the Internet', 'Stocks and Bonds', 'Cloud Computing']",The New York Times,Business,887
"A Little Tension, a Little Nostalgia: Kawhi Leonard Faces the Spurs",2019-11-01,article,News,,['Basketball'],The New York Times,Sports,979
Inside the Debate Between Netflix and Big Theater Chains Over ‘The Irishman’,2019-11-01,article,News,,['Movies'],The New York Times,SundayBusiness,1204
"The Week in Arts: Clairo, John Cage and Shia LaBeouf’s ‘Honey Boy’",2019-11-01,article,News,,['Culture (Arts)'],The New York Times,Culture,1173
The Best Movies and TV Shows New on Netflix Canada in November,2019-11-01,article,News,,"['Television', 'Movies']",The New York Times,Foreign,1766
"Halloween Shooting at Airbnb in Orinda, California, Leaves 5 Dead",2019-11-01,article,News,,"['Murders, Attempted Murders and Homicides']",The New York Times,National,733
"Lesson of the Day: ‘200 Dispatches: Odd Animals, Offbeat Childhoods, Celebrity Origins and Extreme Sports’",2019-11-01,article,News,,[],The New York Times,Learning,894
Elizabeth Warren Proposes $20.5 Trillion Health Care Plan,2019-11-01,article,News,,"['Presidential Election of 2020', 'Taxation', 'Federal Taxes (US)', 'Medicare', 'Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Income Tax', 'Corporate Taxes', 'United States Politics and Government', 'Federal Budget (US)']",The New York Times,Politics,1758
2 Cabinet Ministers Resigned in Japan. Their Downfall? Melons and Potatoes.,2019-11-01,article,News,,"['Bribery and Kickbacks', 'Gifts']",The New York Times,Foreign,950
Turkey Hands Over 18 Captured Syrian Soldiers,2019-11-01,article,News,,"['Defense and Military Forces', 'Politics and Government', 'United States International Relations']",The New York Times,Foreign,473
The Week in Tech: WhatsApp’s Spyware Fight Is at Least Good P.R.,2019-11-01,article,News,,"['Computers and the Internet', 'Instant Messaging', 'Social Media', 'Online Advertising', 'Government Contracts and Procurement', 'Enterprise Computing', 'Conflicts of Interest']",The New York Times,Business,1251
Tips for College Graduates Making Their First Loan Payments,2019-11-01,article,News,,"['Colleges and Universities', 'Student Loans', 'Mobile Commerce and Payments', 'Personal Finances', 'Federal Taxes (US)', 'Interest Rates']",The New York Times,Business,1159
N.F.L. Week 9 Predictions: Our Picks Against the Spread,2019-11-01,article,News,,['Football'],The New York Times,Sports,1799
Tommy Hilfiger’s Duplex Sells After 11 Years on the Market,2019-11-01,article,News,,['Real Estate and Housing (Residential)'],The New York Times,RealEstate,1304
The Internet at 50: ‘We Didn’t See the Dark Side Emerging’,2019-11-01,article,briefing,,['Computers and the Internet'],The New York Times,National,1183
Google to Buy Fitbit for $2.1 Billion,2019-11-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Wearable Computing', 'Computers and the Internet', 'Exercise', 'Watches and Clocks']",The New York Times,Business,1208
‘There’s Absolutely a Problem Here’: Readers on Long Job Hunts Even in a Strong Labor Market,2019-11-01,article,News,,"['Labor and Jobs', 'Discrimination', 'Recession and Depression', 'Anxiety and Stress', 'Unemployment', 'Hiring and Promotion', 'Personal Bankruptcies', 'Wages and Salaries', 'Employment Agencies']",The New York Times,National,1000
"Lights, Camera, TikTok",2019-11-01,article,News,,"['Movies', 'Social Media']",The New York Times,Culture,1187
China Effectively Bans Online Sales of E-Cigarettes,2019-11-01,article,News,,"['E-Cigarettes', 'Smoking and Tobacco', 'Online Advertising', 'E-Commerce']",The New York Times,Business,728
Jobs Are Plentiful. Big Pay Raises Aren’t.,2019-11-01,article,News,,"['Labor and Jobs', 'United States Economy', 'Wages and Salaries', 'Interest Rates', 'Unemployment']",The New York Times,Upshot,823
Muffling the Roar of the Crowd,2019-11-01,article,News,,"['Autism', 'Sensory Integration Dysfunction', 'Stadiums and Arenas']",The New York Times,Sports,1373
Matthew Rhys and the All-Feeling Male,2019-11-01,article,News,,"['Movies', 'Television']",The New York Times,Arts&Leisure,1750
He Took Her Parts in ‘Fires in the Mirror.’ All 25 of Them.,2019-11-01,article,News,,['Theater'],The New York Times,Arts&Leisure,1228
"New Delhi, Choking on Toxic Air, Declares Health Emergency",2019-11-01,article,News,,"['Air Pollution', 'Deaths (Fatalities)', 'Diwali (Hindu Festival)']",The New York Times,Foreign,718
A Missed Flight Leads to a Connection,2019-11-01,article,News,,"['Marriages', 'Dating and Relationships']",The New York Times,Styles,1889
The Great Streaming Space-Time Warp Is Coming,2019-11-01,article,News,,['Television'],The New York Times,Culture,1220
Up River,2019-11-01,article,News,,['Books and Literature'],The New York Times,BookReview,55
What to Cook This Weekend,2019-11-01,article,News,,['Cooking and Cookbooks'],The New York Times,Dining,642
Trump Rails Against Impeachment in First Rally Since House Vote,2019-11-01,article,News,,['United States Politics and Government'],The New York Times,Washington,1107
"Criticize Israel? For Democratic Voters, It’s Now Fair Game",2019-11-01,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'United States International Relations', 'Jews and Judaism', 'Foreign Aid']",The New York Times,Politics,965
When ‘Do No Harm’ Means Evacuating Hospitals in California,2019-11-01,article,Op-Ed,,"['Fires and Firefighters', 'Emergency Medical Treatment', 'Hospitals']",The New York Times,OpEd,990
Standing Up for Humanity in a World of Screens,2019-11-01,article,Review,,"['Art', 'Television Sets and Media Devices', 'Video Recordings, Downloads and Streaming']",The New York Times,Culture,1320
Obama’s Very Boomer View of ‘Cancel Culture’,2019-11-01,article,Op-Ed,,"['Millennial Generation', 'Generation Z', 'Baby Boomers', 'Age, Chronological', 'Social Media', 'Demonstrations, Protests and Riots', 'Blacks', 'Black People', 'Race and Ethnicity', 'Discrimination', 'Social Conditions and Trends']",The New York Times,OpEd,1060
Did Warren Pass the Medicare Test? I Think So,2019-11-01,article,Op-Ed,,"['Health Insurance and Managed Care', 'Taxation', 'Medicare']",The New York Times,OpEd,776
How to Leave TV for ‘Tootsie’? Get a Role in ‘Tootsie’ on TV,2019-11-01,article,News,,"['Theater', 'Television', 'ACTORS AND ACTRESSES']",The New York Times,Culture,1026
"The Playlist: Dua Lipa’s Disco Blast, and 13 More New Songs",2019-11-01,article,News,,"['Pop and Rock Music', 'Jazz', 'Rap and Hip-Hop']",The New York Times,Culture,1288
Redrum and Then Some: 7 Movies Influenced by ‘The Shining’,2019-11-01,article,News,,['Movies'],The New York Times,Arts&Leisure,648
"With ‘Queen & Slim,’ Melina Matsoukas Steps Beyond Beyoncé",2019-11-01,article,News,,['Movies'],The New York Times,Arts&Leisure,932
These Ingredients Deserve Your Attention,2019-11-01,article,News,,"['Cooking and Cookbooks', 'Paprika', 'Parsley', 'Poultry']",The New York Times,Dining,412
"39 Vietnamese Died in a U.K. Truck. 18,000 More Endure This Perilous Trip.",2019-11-01,article,News,,"['Smuggling', 'Human Trafficking', 'Illegal Immigration', 'Deaths (Fatalities)', 'Murders, Attempted Murders and Homicides']",The New York Times,Foreign,1463
U.K. Truck Deaths Lead Vietnam Police to Arrest 2 Suspects,2019-11-01,article,News,,"['Immigration and Emigration', 'Human Trafficking', 'Deaths (Fatalities)']",The New York Times,Foreign,782
The Glorious Return of Funk,2019-11-01,multimedia,Interactive Feature,,"['RHYTHM AND BLUES (MUSIC)', 'Pop and Rock Music', 'Drums']",The New York Times,Opinion,0
Can Trump Avoid Taxes by Leaving New York? It’s Not So Simple.,2019-11-01,article,News,,"['Federal Taxes (US)', 'United States Politics and Government', 'Taxation', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",The New York Times,Metro,1435
Considering Edna O’Brien’s Portrait of James Joyce,2019-11-01,article,News,,"['Books and Literature', 'Writing and Writers']",The New York Times,BookReview,291
Boy George Performs at the Angel Ball,2019-11-01,multimedia,Slideshow,,[],The New York Times,Fashion & Style,0
Benedict Cumberbatch and Jenny Holzer at Creative Time Gala,2019-11-01,article,News,,"['Parties (Social)', 'Philanthropy']",The New York Times,Styles,42
"Chicken, Chickpeas, Lemon, Yes",2019-11-01,article,News,,['Cooking and Cookbooks'],The New York Times,Dining,593
Review: ‘A Woman of the World’ Dwells in Possibility,2019-11-01,article,Review,,['Theater'],The New York Times,Culture,540
‘I’ll Go to My Grave Ranting About How Important Fact-Checkers Are’,2019-11-01,article,List,,['Books and Literature'],The New York Times,BookReview,440
"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in November",2019-11-01,article,News,,"['Television', 'Movies']",The New York Times,Culture,1552
Lori Loughlin Pleads Not Guilty to New College Admissions Scandal Charge,2019-11-01,article,News,,['College Admissions Scandal (2019)'],The New York Times,National,340
Wind Change Pushes Maria Fire Toward a California City,2019-11-01,article,News,,"['Wildfires', 'Fires and Firefighters']",The New York Times,National,633
5 Rural Retreats Worthy of a Detour,2019-11-01,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Rural Areas']",The New York Times,Travel,1056
The Life of Thomas Edison,2019-11-01,article,News,,['Books and Literature'],The New York Times,Books,296
"Trump to Nominate Stephen Hahn, Cancer Researcher, to Head F.D.A.",2019-11-01,article,News,,"['United States Politics and Government', 'Appointments and Executive Changes', 'your-feed-healthcare']",The New York Times,Science,1208
The Evil Repercussions of the American Revolution,2019-11-01,article,Review,,"['Books and Literature', 'Revolutionary War, American (1775-83)']",The New York Times,BookReview,1300
The Reawakening of Quebec’s Nationalism,2019-11-01,article,News,,"['Secession and Independence Movements', 'Politics and Government', 'Canadian Federal Election (2019)']",The New York Times,Foreign,1260
Our Hospital’s New Software Frets About My ‘Deficiencies’,2019-11-01,article,News,,"['your-feed-science', 'Electronic Health Records', 'Computers and the Internet', 'Hospitals', 'Doctors', 'Medicine and Health', 'Anxiety and Stress']",The New York Times,Science,1329
‘The Writing on the Wall’: Voices of the Incarcerated,2019-11-01,article,News,,"['Art', 'ARCHITECTURE', 'Ex-Convicts', 'Prisons and Prisoners']",The New York Times,Culture,424
"Trump’s Move: Bye, New York! Hello, Florida (Lower Taxes)!",2019-11-01,article,Letter,,"['United States Politics and Government', 'AIRLINES AND AIRPLANES', 'Hotels and Travel Lodgings']",The New York Times,Letters,646
Pakistani Train Inferno Was Decades in the Making,2019-11-01,article,News,,"['Railroad Accidents and Safety', 'Fires and Firefighters', 'Deaths (Fatalities)', 'Politics and Government', 'Corruption (Institutional)']",The New York Times,Foreign,1051
Review: ‘His Dark Materials’ Paints a Vivid Children’s Crusade,2019-11-01,article,News,,['Television'],The New York Times,Culture,746
Love Letter: Are You a Good Friend?,2019-11-01,article,News,,"['Love (Emotion)', 'Dating and Relationships', 'Social Media', 'Modern Love (Times Column)', 'your-feed-selfcare']",The New York Times,Styles,291
The 2019 Holiday Gift Guide,2019-11-01,multimedia,Interactive Feature,,['Gifts'],The New York Times,Smarter Living,0
11 of Our Best Weekend Reads,2019-11-01,article,News,,"['New York City Marathon', 'Wildfires', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Baseball', 'internal-storyline-no']",The New York Times,Washington,452
She’s Putting Her Mark on the Kennedy Center,2019-11-01,article,News,,['Culture (Arts)'],The New York Times,Culture,1047
The 2019 New York Times/New York Public Library Best Illustrated Children’s Books Winners at Work,2019-11-01,multimedia,Slideshow,,[],The New York Times,Books,0
Why Gamers Are Protesting BlizzCon for Hong Kong,2019-11-01,article,News,,"['Computer and Video Games', 'Hong Kong Protests (2019)']",The New York Times,Express,755
The 2019 New York Times/New York Public Library Best Illustrated Children’s Books,2019-11-01,article,News,,[],The New York Times,BookReview,1012
"After Exchanging Vows, They’re in It for Life",2019-11-01,article,News,,"['Halloween', 'Museums', 'Marriages']",The New York Times,Styles,896
Threats and Abuse Prompt Female Lawmakers to Leave U.K. Parliament,2019-11-01,article,News,,"['Legislatures and Parliaments', 'Politics and Government', 'Women and Girls', 'Great Britain Withdrawal from EU (Brexit)', 'Social Media', 'Threats and Threatening Messages']",The New York Times,Foreign,1029
"A ‘Stabat Mater’ for the 21st Century, Colored by a Composer’s Faith",2019-11-01,article,News,,"['Classical Music', 'White Light Festival (Lincoln Center, NYC)']",The New York Times,Culture,919
"Barneys Is Sold for Scrap, Ending an Era",2019-11-01,article,News,,"['Bankruptcies', 'Mergers, Acquisitions and Divestitures', 'Shopping and Retail']",The New York Times,Business,1484
California Fires Bring On Traffic Nightmares,2019-11-01,article,News,,"['Wildfires', 'Roads and Traffic', 'Commuting', 'Delays (Transportation)']",The New York Times,National,1035
Review: Brazilian Troupe Grupo de Rua in a Dark Urban Vision,2019-11-01,article,News,,['Dancing'],The New York Times,Culture,577
How Toronto Reined In Big Tech,2019-11-01,article,Op-Ed,,"['Data-Mining and Database Marketing', 'Urban Areas', 'Computers and the Internet']",The New York Times,OpEd,860
"Barry Frank Dies at 87; Sports Agent, Negotiator and Programmer",2019-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Athletics and Sports', 'Television', 'AGENTS (BUSINESS)', 'Olympic Games (1988)', 'ADVERTISING AND MARKETING']",The New York Times,Obits,1208
Granddaughter of Robert F. Kennedy Died of Accidental Overdose,2019-11-01,article,News,,"['Deaths (Fatalities)', 'Drug Abuse and Traffic']",The New York Times,National,265
Uber Fights to Get Its Edge Back,2019-11-01,article,News,,"['Layoffs and Job Reductions', 'Car Services and Livery Cabs', 'Freelancing, Self-Employment and Independent Contracting', 'Company Reports', 'Mobile Applications']",The New York Times,Business,1191
TikTok Said to Be Under National Security Review,2019-11-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Social Media', 'Industrial Espionage', 'Privacy', 'United States Politics and Government', 'United States International Relations']",The New York Times,Business,1310
Behind Apple’s ‘Slow-Roll’ Marketing Push for Its New Streaming Service,2019-11-01,article,News,,"['Television', 'ADVERTISING AND MARKETING', 'Online Advertising', 'Video Recordings, Downloads and Streaming']",The New York Times,Business,1338
In the Mood for Turkish Food,2019-11-01,article,News,,"['Cooking and Cookbooks', 'Lamb', 'Pomegranates']",The New York Times,Dining,753
Elizabeth Warren’s ‘Medicare for All’ Math,2019-11-01,article,News,,"['Health Insurance and Managed Care', 'Medicare', 'Prices (Fares, Fees and Rates)', 'Presidential Election of 2020']",The New York Times,Upshot,802
Taika Waititi Puts on a Tuxedo,2019-11-01,article,News,,"['Movies', 'Academy Awards (Oscars)']",The New York Times,Culture,1506
Stephen Curry Out At Least 3 Months After Surgery on Broken Left Hand,2019-11-01,article,News,,['Basketball'],The New York Times,Sports,197
Finally Calling the Killing of Armenians ‘Genocide’,2019-11-01,article,Letter,,"['War Crimes, Genocide and Crimes Against Humanity', 'Armenians', 'United States International Relations']",The New York Times,Letters,386
Mets Hire Carlos Beltran as Their New Manager,2019-11-01,article,News,,"['Baseball', 'Coaches and Managers']",The New York Times,Sports,954
"Sheldon Breiner, 82, Dies; Used Magnetism for Explorations",2019-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Computers and the Internet', 'Software', 'Magnets and Magnetism', 'ARCHAEOLOGY AND ANTHROPOLOGY']",The New York Times,Obits,919
Impeachment News (Just Not Every Day),2019-11-01,article,News,,"['Podcasts', 'Newsletters']",The New York Times,National,1079
Beth Ditto is ‘Feeling Self-Defensive’ and Fights Back,2019-11-01,article,News,,['ACTORS AND ACTRESSES'],The New York Times,Styles,1034
3 Die in Crash During Police Chase in Los Angeles,2019-11-01,article,News,,"['Drunken and Reckless Driving', 'Robberies and Thefts']",The New York Times,Express,204
Chile Is in Danger of Repeating Its Past,2019-11-01,article,Op-Ed,,"['Demonstrations, Protests and Riots', 'Human Rights and Human Rights Violations']",The New York Times,OpEd,774
California Governor Moves to Reshape PG&E After Fires and Blackouts,2019-11-01,article,News,,"['Bankruptcies', 'Wildfires', 'Power Failures and Blackouts', 'Electric Light and Power']",The New York Times,Business,832
