headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"Republicans Block Impeachment Witnesses, Clearing Path for Trump Acquittal",2020-02-01,article,News,,"['Impeachment', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']",The New York Times,Washington,1592
"Once Skeptical, Senate Republicans Are All In on Trump",2020-02-01,article,News,,"['Impeachment', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Washington,1174
Bernie’s Angry Bros,2020-02-01,article,Op-Ed,,"['Presidential Election of 2020', 'Social Media', 'United States Politics and Government']",The New York Times,OpEd,883
The Super Bowl Ads You Won’t See This Year,2020-02-01,article,Op-Ed,,"['Surveillance of Citizens by Government', 'Chronic Traumatic Encephalopathy', 'Super Bowl', 'Football']",The New York Times,OpEd,342
Brexit Is Here! Sort Of,2020-02-01,article,Editorial,,['Great Britain Withdrawal from EU (Brexit)'],The New York Times,Editorial,777
Smuggled Weaponry,2020-02-01,article,News,,['Crossword Puzzles'],The New York Times,Games,663
A Dishonorable Senate,2020-02-01,article,Editorial,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Editorial,1290
Impeachment Briefing: Senate Votes to Block Witnesses,2020-02-01,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry'],The New York Times,Washington,1435
"Mary Higgins Clark, Best-Selling Queen of Suspense, Dies at 92",2020-02-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Writing and Writers', 'Books and Literature']",The New York Times,Obits,1368
Nigerians in New York Worry Expanded Travel Ban Will Hurt Family Ties,2020-02-01,article,News,,"['Immigration and Emigration', 'NIGERIAN-AMERICANS', 'Executive Orders and Memorandums', 'Refugees and Displaced Persons', 'Visas', 'United States Politics and Government']",The New York Times,Express,651
How the Iowa Caucuses Work,2020-02-01,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,U.S.,0
"Corrections: Feb. 1, 2020",2020-02-01,article,Correction,,[],The New York Times,Corrections,179
"Quotation of the Day: With the Exit Finally Official, Many Britons Feel the Need for a Period of Recovery",2020-02-01,article,Quote,,[],The New York Times,Summary,45
A Super Bowl With a Latino Flair in Miami,2020-02-01,article,News,,"['Football', 'Hispanic-Americans', 'Super Bowl']",The New York Times,Sports,656
No Witnesses,2020-02-01,article,News,,"['Impeachment', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",The New York Times,Podcasts,286
2020 Democrats Went on a Spending Spree in the Final Months of 2019,2020-02-01,multimedia,Interactive Feature,,[],The New York Times,U.S.,0
What’s on TV Saturday: Billie Eilish and ‘When Harry Met Sally’,2020-02-01,article,News,,"['Television', 'Movies']",The New York Times,Culture,463
"Katie Sowers Seized Her Chances, and Now She’s Coaching in the Super Bowl",2020-02-01,article,News,,"['Football', 'Women and Girls', 'Coaches and Managers', 'Super Bowl']",The New York Times,Sports,1029
Trying to Find the Signal in the Noise of Hall of Fame Voting,2020-02-01,article,News,,['Football'],The New York Times,Sports,817
"Independent Voters See Economy Improving, a Potential Boon to Trump",2020-02-01,article,News,,"['United States Economy', 'Presidential Election of 2020', 'Income Inequality', 'Polls and Public Opinion', 'Voting and Voters']",The New York Times,Business,1356
"125 Years Later, Native American Tribe in Montana Gets Federal Recognition",2020-02-01,article,News,,['Native Americans'],The New York Times,National,1061
"With Brexit Official, Britons Start a ‘Brexodus’ From Brussels",2020-02-01,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Passports', 'Legislatures and Parliaments']",The New York Times,Foreign,1263
Indonesia Deports U.S. Journalist Jailed Over Visa Issue,2020-02-01,article,News,,['Immigration Detention'],The New York Times,Foreign,334
"After Living as a Woman for Decades, He Staged His Own Gender Reveal",2020-02-01,article,Review,,"['Books and Literature', 'Transgender and Transsexuals']",The New York Times,BookReview,700
Probing the Murder of a Pakistani Internet Sensation,2020-02-01,article,Review,,"['Books and Literature', 'Honor Killings', 'Women and Girls', 'Social Media']",The New York Times,BookReview,1231
"Iowa, Iowa, Iowa: This Week in the 2020 Race",2020-02-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,Politics,1319
A Former F.B.I. Negotiator and His Tips for Travel,2020-02-01,article,News,,"['Travel and Vacations', 'AIRLINES AND AIRPLANES', 'Hotels and Travel Lodgings', 'Books and Literature']",The New York Times,Travel,758
Kicked Up to ‘Hyperspeed’: How The Times Covers Impeachment,2020-02-01,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry'],The New York Times,Summary,764
Australian Open: Matches to Watch on Saturday Night (Into Sunday),2020-02-01,article,News,,"['Tennis', 'Australian Open (Tennis)']",The New York Times,Sports,680
Asteroid That Killed the Dinosaurs Was Great for Bacteria,2020-02-01,article,News,,['your-feed-science'],The New York Times,Science,672
"For Her Debut, Abi Daré Confronts ‘Dreams and Intelligence That We Kill’",2020-02-01,article,News,,"['Books and Literature', 'Women and Girls', 'Writing and Writers']",The New York Times,Culture,1335
Why Jill Biden Is Taking Time Off to Help Her Husband Get a Job,2020-02-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Primaries and Caucuses']",The New York Times,Politics,2065
When Dressing for Work is Part of the Job,2020-02-01,article,News,,['Fashion and Apparel'],The New York Times,Styles,950
"On Roofs or in Basements, a New Way to Ice Skate",2020-02-01,article,News,,"['Ice', 'Ice Skating', 'Hockey, Ice']",The New York Times,SundayBusiness,1701
Jay-Z Takes On the Super Bowl,2020-02-01,article,News,,"['Football', 'Super Bowl', 'Rap and Hip-Hop', 'Black People', 'Blacks', 'your-feed-longreads']",The New York Times,Styles,2591
How Will the Winner of the Iowa Caucuses Be Chosen? Here’s What You Should Know,2020-02-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'News and News Media']",The New York Times,Politics,1112
"Somewhere Between a Shared Cab and a Private Jet, It’s the Commuter Helicopter",2020-02-01,article,News,,"['Helicopters', 'Commuting', 'Aviation Accidents, Safety and Disasters', 'High Net Worth Individuals', 'AIRLINES AND AIRPLANES']",The New York Times,Styles,1183
Venezuela’s Capital Is Booming. Is This the End of the Revolution?,2020-02-01,article,News,,"['Economic Conditions and Trends', 'Embargoes and Sanctions', 'Income Inequality', 'Politics and Government', 'Regulation and Deregulation of Industry', 'Capitalism (Theory and Philosophy)', 'Nationalization of Industry']",The New York Times,Foreign,1471
5 New Standout Resorts in the Caribbean,2020-02-01,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Islands']",The New York Times,Travel,1110
Australian Open: Sofia Kenin Defeats Garbiñe Muguruza for Her First Major Title,2020-02-01,article,News,,"['Australian Open (Tennis)', 'Tennis', 'Age, Chronological', 'Records and Achievements']",The New York Times,Sports,989
A Wedding Day That Left Them Shook,2020-02-01,article,News,,['Weddings and Engagements'],The New York Times,Styles,697
Questions for a Wedding D.J.,2020-02-01,article,News,,"['Music', 'Weddings and Engagements', 'Disc Jockeys']",The New York Times,Styles,969
"In a Long History of Sexist Ads and Outrage, It’s the Apology That’s New",2020-02-01,article,News,,"['ADVERTISING AND MARKETING', '#MeToo Movement', 'Women and Girls', 'Discrimination', 'Social Media', 'Two Thousands (Decade)', ""Women's Rights"", 'Online Advertising']",The New York Times,Express,1202
A Cancer Patient Stole Groceries Worth $109.63. She Was Sentenced to 10 Months.,2020-02-01,article,News,,"['Criminal Justice', 'Politics and Government', 'Amnesties, Commutations and Pardons', 'Sentences (Criminal)', 'Shoplifting and Employee Theft (Retail)']",The New York Times,National,837
A 2020 Democratic Primary Endorsement Digest,2020-02-01,article,News,,"['Presidential Election of 2020', 'Endorsements']",The New York Times,Politics,1609
Day 10 of Trump’s Trial: The Anticlimax,2020-02-01,article,Op-Ed,,"['Impeachment', 'Witnesses', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']",The New York Times,Editorial,540
The Lakers Remember Kobe Bryant With a Game ‘Straight From the Heart’,2020-02-01,article,News,,['Basketball'],The New York Times,Sports,1127
Coronavirus Thwarts Business Travelers Who ‘Need to Be in the Room’,2020-02-01,article,News,,"['Coronavirus (2019-nCoV)', 'Business Travel', 'Epidemics', 'AIRLINES AND AIRPLANES', 'Travel Warnings']",The New York Times,Business,820
"The Best Movies and TV Shows Coming to Netflix, Amazon and More in February",2020-02-01,article,News,,"['Television', 'Movies']",The New York Times,Culture,1540
When Did the Super Bowl Halftime Show Become Political?,2020-02-01,article,News,,"['Music', 'Super Bowl']",The New York Times,Culture,192
How to Take Equity Out of a Co-op,2020-02-01,article,News,,"['Real Estate and Housing (Residential)', 'Cooperatives']",The New York Times,RealEstate,401
Caramelized! Shallot! Pasta!,2020-02-01,article,News,,[],The New York Times,Dining,31
"Greece’s Answer to Migrants, a Floating Barrier, Is Called a ‘Disgrace’",2020-02-01,article,News,,"['Middle East and Africa Migrant Crisis', 'Border Barriers', 'Smuggling']",The New York Times,Foreign,895
What if Brexit Works?,2020-02-01,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'International Trade and World Market', 'Economic Conditions and Trends']",The New York Times,Foreign,1352
‘Angels’ in Hell: The Culture of Misogyny Inside Victoria’s Secret,2020-02-01,article,News,,"['Models (Professional)', 'Lingerie and Underwear', 'Sexual Harassment', 'Women and Girls', 'Discrimination', 'Workplace Hazards and Violations']",The New York Times,Business,2802
My Culture Is Not Super Bowl Entertainment,2020-02-01,article,Op-Ed,,"['Football', 'Mascots', 'War Crimes, Genocide and Crimes Against Humanity', 'Airport Security', 'Native Americans', 'Indigenous People']",The New York Times,OpEd,661
Fact-Checking Bernie Sanders Before the Iowa Caucuses,2020-02-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Politics and Government']",The New York Times,Washington,1849
‘BoJack Horseman’ Ended With a Necessary Reckoning,2020-02-01,article,Op-Ed,,"['Television', '#MeToo Movement', 'Sexual Harassment']",The New York Times,OpEd,1351
Variety: Acrostic,2020-02-01,article,News,,[],The New York Times,Games,312
Modi’s Budget Offers Few Solutions to Revive India’s Weak Economy,2020-02-01,article,News,,"['Politics and Government', 'Budgets and Budgeting', 'Economic Conditions and Trends']",The New York Times,Foreign,769
"Monique Van Vooren, Actress With a Diverse Résumé, Dies at 92",2020-02-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Movies', 'Television']",The New York Times,Obits,979
Preserving Historic Buildings,2020-02-01,article,Letter,,"['Historic Buildings and Sites', 'Solar Energy']",The New York Times,Letters,1276
Democratic Candidates Focus on All-Consuming Hunger to Unseat Trump,2020-02-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,Politics,1782
"At Chelsea, Lampard’s Experiment May Soon Become a Test",2020-02-01,article,News,,['Soccer'],The New York Times,Sports,1096
"Frank Press, White House Science Adviser, Is Dead at 95",2020-02-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Cold War Era', 'Science and Technology', 'United States Politics and Government']",The New York Times,Obits,967
Bloomberg Proposes $5 Trillion in Taxes on the Rich and Corporations,2020-02-01,article,News,,"['Presidential Election of 2020', 'Federal Taxes (US)', 'Tax Cuts and Jobs Act (2017)', 'Corporate Taxes', 'Income Tax', 'Taxation']",The New York Times,Politics,996
"As New Coronavirus Spread, China’s Old Habits Delayed Fight",2020-02-01,article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Epidemics', 'SARS (Severe Acute Respiratory Syndrome)']",The New York Times,Foreign,2586
WeWork Names Veteran Real Estate Executive as New Chief,2020-02-01,article,News,,"['Appointments and Executive Changes', 'Real Estate (Commercial)', 'Co-Working', 'Renting and Leasing (Real Estate)']",The New York Times,Business,698
"Trump Threw Weighty Refugee Decisions to Local Government, With Painful Results",2020-02-01,article,News,,"['Executive Orders and Memorandums', 'Refugees and Displaced Persons', 'Local Government', 'Immigration and Emigration', 'Vetoes (US)', 'United States Politics and Government']",The New York Times,Washington,1583
"U.S. Tweets Support for Iranian Chess Official, but Ban Wouldn’t Let Her In",2020-02-01,article,News,,"['Chess', 'Muslim Veiling', 'United States Politics and Government', 'Muslims and Islam', 'Women and Girls']",The New York Times,Express,883
"While Stained in History, Trump Will Emerge From Trial Triumphant and Unshackled",2020-02-01,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Washington,1908
I Went to a Brexit Celebration Party,2020-02-01,article,News,,['Great Britain Withdrawal from EU (Brexit)'],The New York Times,OpEd,852
NOAA Leaders Privately Disowned Agency’s Rebuke of Scientists Who Contradicted Trump,2020-02-01,article,News,,"['Hurricane Dorian (2019)', 'Hurricanes and Tropical Storms', 'United States Politics and Government']",The New York Times,Climate,1001
"Trump, Unrepentant and Unleashed",2020-02-01,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020']",The New York Times,OpEd,951
The Only Way to Remove Trump,2020-02-01,article,Op-Ed,,"['Presidential Election of 2020', 'Impeachment', 'United States Politics and Government']",The New York Times,Editorial,900
She Helped a Customer in Need. Then U.S. Bank Fired Her.,2020-02-01,article,Op-Ed,,"['Corporate Social Responsibility', 'Banking and Financial Institutions', 'Labor and Jobs']",The New York Times,OpEd,951
"More Money, More Problems for Democracy",2020-02-01,article,Editorial,,"['Campaign Finance', 'Elections', 'Citizens United v Federal Election Commission (Supreme Court Decision)', 'Corruption (Institutional)', 'Presidential Election of 2020', 'United States Politics and Government', 'High Net Worth Individuals']",The New York Times,Editorial,1593
Mayor Pete’s Gay Reckoning,2020-02-01,article,Op-Ed,,"['Presidential Election of 2020', 'Homosexuality and Bisexuality', 'Primaries and Caucuses', 'Debates (Political)', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Polls and Public Opinion', 'Religion and Belief', 'Voting and Voters', 'Black People', 'Blacks']",The New York Times,OpEd,1310
Student Suspended Over Dreadlocks Is Invited to the Oscars,2020-02-01,article,News,,"['Hair', 'Black People', 'Blacks', 'Discrimination', 'Academy Awards (Oscars)', 'Movies', 'Education (K-12)']",The New York Times,Express,679
Kobe and Gianna Bryant’s Bond Was Made of Love and Basketball,2020-02-01,article,News,,"['Basketball', 'Aviation Accidents, Safety and Disasters', 'Women and Girls']",The New York Times,Sports,1423
‘It Would Have Been Nicer if Bernie Was Here’,2020-02-01,article,News Analysis,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government', 'Impeachment']",The New York Times,Politics,1197
"Peter Serkin, 72, Dies; Pianist With Pedigree Who Forged a New Path",2020-02-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Classical Music']",The New York Times,Obits,1499
Iraq Names New Prime Minister Who Praises ‘Bravery’ of Protesters,2020-02-01,article,News,,"['Politics and Government', 'Corruption (Institutional)', 'Demonstrations, Protests and Riots', 'United States Defense and Military Forces']",The New York Times,Foreign,988
China Increasingly Walled Off as Countries Seek to Stem Coronavirus,2020-02-01,article,News,,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Deaths (Fatalities)', 'International Relations']",The New York Times,Foreign,1455
New York City Eyes First Suspected Case of Coronavirus,2020-02-01,article,News,,"['Coronavirus (2019-nCoV)', 'Viruses', 'Medicine and Health']",The New York Times,Metro,780
"Andy Gill, Radical Guitarist With Gang of Four, Dies at 64",2020-02-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Pop and Rock Music']",The New York Times,Obits,808
Audubon Society,2020-02-01,article,News,,['Crossword Puzzles'],The New York Times,Games,1255
Impeachment Then and Now: What Three Presidential Sites Can Teach Us,2020-02-01,article,News,,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Historic Buildings and Sites', 'Libraries and Librarians']",The New York Times,National,2057
Juan Guaidó Takes His Appeal to Venezuelans in Florida,2020-02-02,article,News,,['VENEZUELAN-AMERICANS'],The New York Times,National,1307
Rivals Target Sanders in Final Push Toward Iowa Caucuses,2020-02-02,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']",The New York Times,Politics,1346
"Trump Campaign and R.N.C. Spent $9 Million in 4th Quarter, Mostly on Digital Ads",2020-02-02,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'Political Advertising']",The New York Times,Washington,581
Des Moines Register Poll of Iowa Caucusgoers Abruptly Shelved,2020-02-02,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'Polls and Public Opinion']",The New York Times,Politics,845
Sundance Names Tabitha Jackson as New Festival Chief,2020-02-02,article,News,,"['Sundance Film Festival (Park City, Utah)', 'Appointments and Executive Changes', 'Movies']",The New York Times,Culture,415
Review: ‘Stew’ Takes Deeper Emotions Off the Back Burner,2020-02-02,article,Review,,['Theater'],The New York Times,Culture,583
The Donors Powering the Campaign of Bernie Sanders,2020-02-02,multimedia,Interactive Feature,,['Presidential Election of 2020'],The New York Times,U.S.,0
"Quotation of the Day: Divorce Complete, Britain Faces Next Test: What if Brexit Works?",2020-02-02,article,Quote,,[],The New York Times,Summary,32
"Corrections: Feb. 2, 2020",2020-02-02,article,News,,[],The New York Times,Corrections,406
"Andrew Friedman, Michael Zuckerman",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,334
"Chelsea Sullivan, John Leddy",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,138
"Karen Rosenthal, Eric Vorschirm",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,195
"Mary Koutrakos, Rick Abbott",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,182
Stocks Sink as Markets Open in China,2020-02-02,article,News,,['Coronavirus (2019-nCoV)'],The New York Times,Foreign,2765
"Erica Roseman, Adam Perlmutter",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,293
"Lisa Johnson, Christopher Kelly",2020-02-02,article,News,,['Weddings and Engagements'],The New York Times,Society,302
What’s on TV Sunday: ‘The Masked Singer’ and the Super Bowl,2020-02-02,article,News,,"['Movies', 'Television']",The New York Times,Culture,482
Is the Black Quarterback Revolution Going to Last?,2020-02-02,article,News,,"['Football', 'Black People', 'Blacks', 'Race and Ethnicity', 'Super Bowl']",The New York Times,Sports,1545
‘I Had Shoved Everything I Needed Into a Rickety Folding Cart’,2020-02-02,article,News,,[],The New York Times,Metropolitan,792
"Like Its 2 Royal Guests, Canada’s Most English City Reinvents Itself",2020-02-02,article,News,,"['Royal Families', 'Names, Geographical']",The New York Times,Foreign,1212
‘S.N.L.’ Imagines the Impeachment Trial That Could Have Been,2020-02-02,article,News,,['Television'],The New York Times,Culture,1218
Quieter Response to Coronavirus in Countries Where China Holds Sway,2020-02-02,article,News,,"['Coronavirus (2019-nCoV)', 'Travel and Vacations', 'Epidemics', 'Viruses', 'AIRLINES AND AIRPLANES', 'Immigration and Emigration']",The New York Times,Foreign,1354
How Did Iran’s Qassim Suleimani Wield Power? We Tracked the Quds Force Playbook,2020-02-02,multimedia,Video,,"['Defense and Military Forces', 'your-feed-visual-investigations']",The New York Times,,0
Make Way for the Eco-Beast,2020-02-02,article,News,,"['Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Sustainable Living', 'Oil (Petroleum) and Gasoline', 'Energy Efficiency', 'Football', 'Super Bowl']",The New York Times,Styles,1178
Exploring the Complicated State of Football in America,2020-02-02,article,News,,"['Football', 'Chronic Traumatic Encephalopathy']",The New York Times,Insider,785
"Homes That Sold for Around $750,000",2020-02-02,article,News,,['Real Estate and Housing (Residential)'],The New York Times,RealEstate,440
Iowa Will Have 4 Sets of Results. Here’s How The Times Will Declare a Winner.,2020-02-02,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'Democratic National Convention']",The New York Times,Upshot,1123
Does Your Pet Really Need Cat TV or a Dog Playlist?,2020-02-02,article,News,,"['Dogs', 'Cats', 'Television', 'Video Recordings, Downloads and Streaming', 'Animal Cognition', 'Pets', 'Audiobooks', 'Music']",The New York Times,Express,1016
The Week in Business: Coronavirus Hits the World Economy,2020-02-02,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy']",The New York Times,SundayBusiness,865
"Novak Djokovic Wins Australian Open, Tightens Grand Slam Race",2020-02-02,article,News,,"['Australian Open (Tennis)', 'Tennis']",The New York Times,Sports,1228
"Impeachment, Iowa, Super Bowl: Your Weekend Briefing",2020-02-02,article,briefing,,[],The New York Times,NYTNow,1133
"How to Watch Super Bowl 2020: Kickoff Time, Halftime and More",2020-02-02,article,News,,"['Football', 'Super Bowl']",The New York Times,Sports,763
Art School’s Merger With Christian University Stokes Uproar,2020-02-02,article,News,,"['Colleges and Universities', 'Art', 'Mergers, Acquisitions and Divestitures']",The New York Times,Express,876
What to Cook This Week,2020-02-02,article,News,,['Cooking and Cookbooks'],The New York Times,Dining,571
U.K. Police Kill Man in a ‘Terrorist Related’ Incident,2020-02-02,article,News,,"['Police Brutality, Misconduct and Shootings', 'Terrorism']",The New York Times,Foreign,1092
The Graying of the American Economy Is on Display in Iowa,2020-02-02,article,News,,"['Presidential Election of 2020', 'Population', 'Economic Conditions and Trends', 'Elderly', 'Age, Chronological', 'Primaries and Caucuses']",The New York Times,Politics,1389
Writers Guild Awards Honor ‘Parasite’ and ‘Jojo Rabbit’,2020-02-02,article,News,,"['Movies', 'Academy Awards (Oscars)']",The New York Times,Culture,357
"How Kobe Bryant Made Everyone, Including the Haters, Respect His Game",2020-02-02,article,News,,['Basketball'],The New York Times,Sports,1106
Is It Time to Remake Our Digital Lives?,2020-02-02,article,Letter,,"['Privacy', 'Smartphones', 'Cancer']",The New York Times,Letters,609
He Assaulted His Girlfriend. Now He Wants a Political Comeback.,2020-02-02,article,News,,"['Elections, State Legislature', '#MeToo Movement', 'Corruption (Institutional)', 'Politics and Government', 'Domestic Violence']",The New York Times,Metro,1457
Can Democrats Beat Trump in Iowa in November?,2020-02-02,article,News,,"['Presidential Election of 2020', 'Voting and Voters']",The New York Times,Politics,1703
"Coronavirus Pummels Wuhan, a City Short of Supplies and Overwhelmed",2020-02-02,article,News,,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Epidemics', 'Shortages']",The New York Times,Foreign,1356
Review: HBO’s ‘McMillions’ Reminds Us That Every Era Has Its Scam,2020-02-02,article,News,,"['Television', 'Frauds and Swindling', 'Documentary Films and Programs']",The New York Times,Culture,624
Stand Here for Your Candidate: Iowans State Their Preferences in Public,2020-02-02,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']",The New York Times,Politics,1161
"2020 Super Bowl Commercials: Funeral for Mr. Peanut, Tears for Google",2020-02-02,article,News,,"['Super Bowl', 'ADVERTISING AND MARKETING', 'Television', 'Football']",The New York Times,Business,1414
"Review: Going Beyond Beethoven, by Playing Works in His Shadow",2020-02-02,article,Review,,['Classical Music'],The New York Times,Culture,527
"‘A Woman Like Her: The Story Behind the Honor Killing of a Social Media Star,’ by Sanam Maher: An Excerpt",2020-02-02,article,Review,,[],The New York Times,BookReview,2961
Suicide at Hudson Yards Vessel: Teenager Jumps Over Railing,2020-02-02,article,News,,['Suicides and Suicide Attempts'],The New York Times,Metro,625
"Wuhan Coronavirus Looks Increasingly Like a Pandemic, Experts Say",2020-02-02,article,News,,"['Epidemics', 'SARS (Severe Acute Respiratory Syndrome)', 'Coronavirus (2019-nCoV)', 'MERS (Middle East Respiratory Syndrome)', 'Viruses', 'Influenza', 'Drugs (Pharmaceuticals)', 'Deaths (Fatalities)', 'United States Politics and Government']",The New York Times,Science,1686
‘Bad Boys’ Stays on Top of the Box Office in Its Third Weekend,2020-02-02,article,News,,['Movies'],The New York Times,Culture,493
It’s 2020. Time for Democrats to Ignore These Two States.,2020-02-02,article,Op-Ed,,"['Primaries and Caucuses', 'Presidential Elections (US)', 'Presidential Election of 2020']",The New York Times,OpEd,1003
Israel Puts Brakes on West Bank Annexation Plan,2020-02-02,article,News,,"['Israeli Settlements', 'Elections', 'Palestinians', 'United States International Relations', 'Politics and Government']",The New York Times,Foreign,1201
"Coronavirus, Brexit, Australian Open: Your Monday Briefing",2020-02-02,article,briefing,,[],The New York Times,NYTNow,1359
"Republicans’ Emerging Defense: Trump’s Actions Were Bad, but Not Impeachable",2020-02-02,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government', 'Impeachment', 'Ethics and Official Misconduct']",The New York Times,Washington,961
How the Chiefs Beat the 49ers to Win the Super Bowl,2020-02-02,article,News,,"['Football', 'Super Bowl']",The New York Times,Sports,7256
"What’s Going On in This Picture? | Feb. 3, 2020",2020-02-02,article,News,,[],The New York Times,Learning,374
Trump Defends Closing Borders to Travelers to Fight Coronavirus,2020-02-02,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']",The New York Times,Washington,571
Al Qaeda Claims It Directed Florida Naval Base Shooting,2020-02-02,article,News,,"['Terrorism', 'Naval Air Station Pensacola Shooting (2019)', 'Murders, Attempted Murders and Homicides', 'United States Defense and Military Forces', 'Targeted Killings', 'Drones (Pilotless Planes)', 'Military Bases and Installations']",The New York Times,Foreign,694
Jeff Bezos Is Sued by His Girlfriend’s Brother,2020-02-02,article,News,,"['Suits and Litigation (Civil)', 'Privacy', 'Libel and Slander']",The New York Times,Business,987
